,cor_name,rpt_year,rpt_month,rcpNo,dcmNo,eleId,offset,length,dtd,tocNo
147,대웅,2004,9,20041112000179,944563,3730,407454,713714,dart2.dtd,20
148,대웅제약,2004,9,20041112000171,944551,4861,528711,569028,dart2.dtd,20
149,대원강업,2004,6,20040812000210,906166,3969,413825,466282,dart2.dtd,20
150,대원전선,2004,6,20040812000220,906191,3773,389247,424722,dart2.dtd,20
151,대원제약,2004,6,20040813000028,906622,2613,282705,586456,dart2.dtd,20
152,대원화성,2004,6,20040816000141,911347,3460,369496,280995,dart2.dtd,22
153,대유에이텍,2004,6,20040813001840,910155,3758,426077,464049,dart2.dtd,20
154,대유플러스,2004,6,20040814000090,910362,2425,280581,353703,dart2.dtd,20
155,대창,2004,6,20040813000914,908345,3424,364663,479067,dart2.dtd,20
156,대창단조,2004,6,20040813000186,906919,2539,279812,614274,dart2.dtd,20
157,대한방직,2004,6,20040813000083,906722,3395,354845,592534,dart2.dtd,20
158,대한유화,2004,6,20040813000407,907353,2292,265659,122514,dart2.dtd,20
159,대한전선,2004,6,20040814000099,910380,4591,497223,1163876,dart2.dtd,20
160,대한제당,2004,6,20040813000898,908317,4395,489940,646469,dart2.dtd,20
161,대한제분,2003,12,20040213000287,745848,2101,249794,238506,dart2.dtd,20
162,대한항공,2004,6,20040813001032,908570,6314,706622,516575,dart2.dtd,20
163,대한해운,2004,6,20040813001475,909456,2646,276285,383756,dart2.dtd,20
164,대한화섬,2004,6,20040816000208,911532,2875,290061,299431,dart2.dtd,22
165,대현,2004,6,20040813001263,909016,3639,392648,439102,dart2.dtd,20
166,대호에이엘,2004,6,20040813000503,907545,3532,362124,238855,dart2.dtd,20
167,더존비즈온,2004,6,20040814000434,911032,2280,261692,638621,dart2.dtd,20
168,덕성,2004,6,20040813001438,909381,3954,424443,367048,dart2.dtd,20
169,덕양산업,2004,6,20040813000693,907920,3382,350622,327871,dart2.dtd,20
170,동국제강,2004,6,20040810000299,904954,4831,508308,543114,dart2.dtd,20
171,동남합성,2004,6,20040813001137,908774,3849,420947,382194,dart2.dtd,20
172,동방,2004,6,20040813001539,909585,4082,427864,503860,dart2.dtd,11
173,동방아그로,2004,6,20040813001000,908505,3931,427144,162400,dart2.dtd,22
174,동부건설,2004,6,20040813001131,908762,4346,470216,458737,dart2.dtd,20
175,동서,2004,6,20040813000999,908504,3117,326413,474831,dart2.dtd,19
176,동성제약,2004,6,20040813001109,908720,3374,364563,405570,dart2.dtd,20
177,동아쏘시오홀딩스,2004,6,20040812000195,906146,5376,588740,472231,dart2.dtd,20
178,동양,2004,6,20040813001135,908770,5270,573144,971617,dart2.dtd,11
179,동양철관,2004,6,20040813000644,907822,4857,509806,396241,dart2.dtd,20
180,동원F&B,2004,6,20040813001147,908794,4379,467717,607406,dart2.dtd,20
181,동원금속,2004,9,20041115000648,946831,3810,392934,716254,dart2.dtd,20
182,동원산업,2004,6,20040813001466,909438,4685,488098,703231,dart2.dtd,20
183,동원수산,2004,6,20040816000100,911278,4404,446715,633355,dart2.dtd,22
184,동원시스템즈,2004,6,20040813000103,906763,3766,396870,293894,dart2.dtd,20
185,동화약품,2004,9,20041115000066,946082,5773,628068,340540,dart2.dtd,20
186,동화약품,2003,9,20040227000777,757807,5534,602600,345569,dart2.dtd,20
187,두산,2004,6,20040813001048,908602,12693,1370227,934191,dart2.dtd,12
188,두산에너빌리티,2004,6,20040813000782,908086,5364,595813,939650,dart2.dtd,20
189,디씨엠,2004,6,20040813000767,908057,3676,391030,401849,dart2.dtd,20
190,디아이,2004,6,20040813000641,907816,6719,747743,694966,dart2.dtd,22
191,디아이동일,2004,6,20040814000261,910693,4505,476600,436671,dart2.dtd,20
192,디와이,2004,6,20040813000365,907264,7080,748964,420040,dart2.dtd,20
193,롯데손해보험,2004,9,20041115000776,946995,2712,286558,329845,dart2.dtd,16
194,롯데쇼핑,2004,6,20040814000230,910633,4791,516589,383648,dart2.dtd,19
195,롯데정밀화학,2004,6,20040813001261,909014,4465,479428,702283,dart2.dtd,20
196,롯데지주,2004,6,20040813001609,909731,4366,462357,534681,dart2.dtd,20
197,롯데칠성음료,2004,6,20040813001670,909850,4894,505824,453500,dart2.dtd,20
198,롯데케미칼,2004,6,20040813001615,909743,4323,468202,298804,dart2.dtd,20
199,롯데하이마트,2004,6,20040813001051,908606,3107,319118,429654,dart2.dtd,19
200,마니커,2004,6,20040813000619,907771,3958,453272,537772,dart2.dtd,20
201,만호제강,2003,12,20040213000337,745929,2752,292188,329136,dart2.dtd,10
202,메리츠증권,2004,9,20041213000054,959156,3544,376577,1272170,dart2.dtd,18
203,모나리자,2004,6,20040813000084,906723,4027,425911,414731,dart2.dtd,20
204,모나미,2004,6,20040813000189,906927,3650,387693,353361,dart2.dtd,19
205,모토닉,2004,6,20040813000798,908115,3888,408480,677244,dart2.dtd,20
206,무림P&P,2004,6,20040813000791,908101,4659,516680,615808,dart2.dtd,22
207,무림페이퍼,2004,6,20040812000322,906420,3885,412103,642528,dart2.dtd,20
208,무학,2004,6,20040814000349,910859,3498,368846,674978,dart2.dtd,20
209,문배철강,2004,6,20040813001830,910139,5312,566480,401536,dart2.dtd,20
210,미래산업,2004,6,20040813001549,909610,4293,470414,505935,dart2.dtd,20
211,미래아이앤지,2004,6,20040813001292,909066,3549,371831,542373,dart2.dtd,20
212,미래에셋증권,2004,9,20041112000622,945216,3777,422871,2239655,dart2.dtd,16
213,미원상사,2004,3,20040617000081,880685,2842,293141,564852,dart2.dtd,22
214,미창석유공업,2004,6,20040812000337,906453,2765,310329,276999,dart2.dtd,20
215,방림,2004,3,20040514002067,862845,4401,470866,610727,dart2.dtd,20
216,백광산업,2004,6,20040813001004,908511,3897,397234,337182,dart2.dtd,20
217,백산,2004,6,20040814000128,910438,4415,466114,525198,dart2.dtd,20
218,범양건영,2004,6,20040813001074,908654,5236,556634,383219,dart2.dtd,20
219,벽산,2004,6,20040813000162,906873,2623,285108,479335,dart2.dtd,20
220,보락,2004,6,20040813001157,908813,4416,527737,445520,dart2.dtd,20
221,보령,2004,6,20040813000409,907356,7034,763224,407518,dart2.dtd,20
222,보해양조,2004,6,20040813000634,907803,4745,524022,774399,dart2.dtd,20
223,부광약품,2004,9,20041115000866,947112,3275,344219,569220,dart2.dtd,20
224,부국증권,2004,9,20041116000110,947922,4119,424484,442796,dart2.dtd,18
225,부국철강,2004,6,20040813000243,907021,2485,249713,231943,dart2.dtd,20
226,부산산업,2004,6,20040813000252,907045,3800,403342,656663,dart2.dtd,20
227,부산주공,2004,6,20040814000001,910202,3720,403083,282125,dart2.dtd,20
228,비비안,2003,12,20040214000011,746688,3322,347697,714209,dart2.dtd,19
229,비케이탑스,2004,6,20040813000174,906896,3249,351399,274832,dart2.dtd,20
230,빙그레,2004,6,20040813000267,907076,4108,429334,165070,dart2.dtd,20
231,사조대림,2004,9,20041115000666,946854,3938,427091,497997,dart2.dtd,20
232,사조동아원,2004,3,20040528000055,871036,3676,388159,533101,dart2.dtd,22
233,사조산업,2004,6,20040813001349,909189,4894,541406,747532,dart2.dtd,20
234,사조오양,2004,9,20041112000359,944835,3176,344939,486120,dart2.dtd,11
235,삼부토건,2004,6,20040813000635,907804,5339,589122,527350,dart2.dtd,20
236,삼성SDI,2004,6,20040813001271,909032,4521,515553,194046,dart2.dtd,20
237,삼성공조,2004,6,20040814000207,910590,3913,417344,600271,dart2.dtd,20
238,삼성물산,2004,6,20040816000130,911322,2081,217771,265538,dart2.dtd,21
239,삼성생명,2004,9,20041115000780,947000,2788,300151,533849,dart2.dtd,16
240,삼성에스디에스,2004,6,20040813000935,908391,2852,305474,538271,dart2.dtd,11
241,삼성엔지니어링,2004,6,20040813001368,909228,4025,455001,663561,dart2.dtd,11
242,삼성전기,2004,6,20040813001562,909631,4352,551902,486190,dart2.dtd,20
243,삼성전자,2004,6,20040813001132,908765,14266,1681425,260432,dart2.dtd,20
244,삼성제약,2004,6,20040813000700,907929,3531,385727,588815,dart2.dtd,11
245,삼성중공업,2004,6,20040813001070,908645,5323,594707,673800,dart2.dtd,20
246,삼성증권,2004,9,20041115000435,946549,4360,470829,1082358,dart2.dtd,16
247,삼성출판사,2004,6,20040813001378,909250,3413,358026,488996,dart2.dtd,20
248,삼성카드,2004,6,20040813001586,909680,3228,349925,384122,dart2.dtd,11
249,삼성화재해상보험,2004,9,20041115000753,946967,6047,643422,799889,dart2.dtd,16
250,삼아알미늄,2004,6,20040813001668,909846,4033,416424,317554,dart2.dtd,20
251,삼양식품,2004,6,20040813000680,907893,3876,392087,412860,dart2.dtd,20
252,삼양통상,2004,6,20040813001264,909021,5959,620912,468872,dart2.dtd,29
253,삼양홀딩스,2004,6,20040814000321,910811,6353,682172,852156,dart2.dtd,20
254,삼영무역,2004,6,20040813000430,907394,2615,261114,456082,dart2.dtd,19
255,삼영전자공업,2004,6,20040813000703,907935,4195,443415,428434,dart2.dtd,20
256,삼영화학공업,2004,6,20040813001556,909625,4762,508928,408592,dart2.dtd,20
257,삼익THK,2004,6,20040811000054,905296,4393,474325,868500,dart2.dtd,20
258,삼익악기,2004,6,20040813000431,907396,5413,581574,582921,dart2.dtd,20
259,삼일제약,2004,6,20040813000421,907376,3956,427612,446303,dart2.dtd,20
260,삼진제약,2004,6,20040813000716,907961,3872,415098,296952,dart2.dtd,20
261,삼천리,2004,6,20040914000171,922358,4921,518817,631425,dart2.dtd,13
262,삼호개발,2004,6,20040813000110,906774,4190,464367,164313,dart2.dtd,20
263,삼화왕관,2004,6,20040813000646,907825,2175,283594,361916,dart2.dtd,20
264,삼화전기,2004,6,20040813000623,907780,5017,540141,471778,dart2.dtd,20
265,삼화전자공업,2004,6,20040813001355,909198,3655,383763,475924,dart2.dtd,11
266,삼화콘덴서공업,2004,6,20040813001098,908699,3167,336486,569493,dart2.dtd,20
267,삼화페인트공업,2004,6,20040813000122,906796,4253,459588,371181,dart2.dtd,20
268,상상인증권,2004,9,20041112000322,944782,3018,331864,1035732,dart2.dtd,16
269,상신브레이크,2004,6,20040813001482,909469,3408,360369,314286,dart2.dtd,20
270,샘표,2003,12,20040213000628,746518,2358,240726,494760,dart2.dtd,19
271,서연,2004,6,20040813001575,909660,3383,356090,432254,dart2.dtd,20
272,서울도시가스,2004,6,20040813001436,909382,4036,455931,878880,dart2.dtd,11
273,서울식품공업,2004,6,20040915000179,922943,3591,382602,302788,dart2.dtd,22
274,서원,2004,6,20040814000064,910318,2239,226176,350302,dart2.dtd,20
275,서흥,2004,6,20040811000030,905239,3233,348494,676768,dart2.dtd,20
276,선도전기,2004,6,20040813000125,906803,3631,365739,520240,dart2.dtd,20
277,성문전자,2004,6,20040813001566,909642,3477,370975,622153,dart2.dtd,20
278,성보화학,2004,6,20040813000552,907638,4028,423406,629571,dart2.dtd,20
279,성신양회,2004,6,20040813000956,908425,3413,385596,334050,dart2.dtd,20
280,성안,2004,6,20040813001510,909529,3234,348657,466927,dart2.dtd,20
281,성창기업지주,2004,3,20040812000065,905884,5697,592427,461324,dart2.dtd,22
282,세기상사,2004,6,20040813001061,908626,3581,366727,429742,dart2.dtd,20
283,세방,2004,6,20040814000162,910497,6611,710502,1562654,dart2.dtd,20
284,세방전지,2004,6,20040813001812,910104,4952,519531,542700,dart2.dtd,20
285,세아베스틸지주,2004,6,20040813001358,909205,3240,349075,496757,dart2.dtd,20
286,세아제강지주,2004,6,20040813001502,909512,3187,345837,752068,dart2.dtd,20
287,세아홀딩스,2004,6,20040814000215,910604,2399,260189,765003,dart2.dtd,11
288,세우글로벌,2004,6,20040813001467,909439,2101,235370,478819,dart2.dtd,19
289,세원정공,2003,12,20040220000275,750990,3003,306555,487005,dart2.dtd,20
290,세이브존I&C,2004,6,20040831000189,916995,2576,260427,627526,dart2.dtd,21
291,세종공업,2004,6,20040813000242,907019,2516,266872,321339,dart2.dtd,20
292,세하,2004,6,20040820000233,913533,4469,476709,701915,dart2.dtd,22
293,센트럴인사이트,2004,6,20040813000995,908497,3502,382118,445116,dart2.dtd,20
294,송원산업,2004,6,20040813000160,906870,5753,587810,331717,dart2.dtd,20
295,수산중공업,2004,6,20040813001145,908793,4644,487942,574971,dart2.dtd,20
296,스틱인베스트먼트,2004,6,20040813001739,909969,2851,304343,694000,dart2.dtd,20
297,신대양제지,2004,6,20040813000915,908347,3179,362788,349808,dart2.dtd,20
298,신도리코,2004,6,20040813000035,906637,4484,480898,484820,dart2.dtd,20
299,신라교역,2004,6,20040813000863,908245,3847,404112,490660,dart2.dtd,20
300,신성이엔지,2004,6,20040813000750,908030,4654,487525,652985,dart2.dtd,20
301,신성통상,2003,12,20040213000504,746238,4473,497011,461194,dart2.dtd,19
302,신세계,2004,6,20040813000835,908190,5318,579209,868166,dart2.dtd,19
303,신세계I&C,2004,6,20040813000988,908486,2975,307715,503051,dart2.dtd,20
304,신세계건설,2004,6,20040813001067,908638,2798,289308,172408,dart2.dtd,20
305,신세계푸드,2004,6,20040813000921,908363,3849,405642,423260,dart2.dtd,20
306,신영와코루,2004,3,20040513000832,859075,2697,281648,382967,dart2.dtd,20
307,신영증권,2004,9,20041115000467,946601,2959,307245,850451,dart2.dtd,16
308,신원,2004,6,20040813001645,909796,4458,464215,756385,dart2.dtd,22
309,신일전자,2004,9,20041112000922,945713,3554,363081,314520,dart2.dtd,20
310,신풍,2004,6,20040814000418,911000,1721,170941,73544,dart2.dtd,20
311,신풍제약,2004,6,20040813000799,908117,4175,433493,856327,dart2.dtd,20
312,신한지주,2004,6,20040818000141,912411,3332,378826,461291,dart2.dtd,13
313,신흥,2004,6,20040813000088,906731,1819,190535,400989,dart2.dtd,19
314,쌍용씨앤이,2004,6,20040813000773,908070,5198,605205,580739,dart2.dtd,20
315,쌍용자동차,2004,6,20040813001718,909930,5338,577438,510619,dart2.dtd,20
316,써니전자,2004,6,20040813001627,909766,2037,210524,805837,dart2.dtd,20
317,쎌마테라퓨틱스,2004,6,20040814000266,910702,4773,504771,729171,dart2.dtd,20
318,씨아이테크,2004,6,20040814000306,910782,4042,436675,399704,dart2.dtd,20
319,아남전자,2004,6,20040814000059,910308,3110,322147,416101,dart2.dtd,20
320,아모레퍼시픽그룹,2004,6,20040805000178,903034,4698,499579,530520,dart2.dtd,20
321,아세아,2004,6,20040813001247,908990,5174,589013,880550,dart2.dtd,20
322,아세아제지,2004,6,20040813000866,908251,4076,420425,473534,dart2.dtd,20
323,아센디오,2004,6,20040813000452,907445,2213,222134,273178,dart2.dtd,20
324,아시아나항공,2004,6,20040813001429,909369,5203,607038,640586,dart2.dtd,11
325,아이에스동서,2004,6,20040814000228,910629,5375,582442,1048292,dart2.dtd,20
326,아이에이치큐,2004,6,20040813001155,908808,3684,388011,353374,dart2.dtd,19
327,에넥스,2004,6,20040813001490,909486,2744,302767,286643,dart2.dtd,11
328,에스엘,2004,9,20041113000145,945923,4018,486098,859801,dart2.dtd,22
329,에스엠벡셀,2004,6,20040813000451,907443,2034,206024,379110,dart2.dtd,20
330,에스원,2004,6,20040813000743,908017,2987,347136,590097,dart2.dtd,11
331,에스제이엠홀딩스,2004,6,20040813001084,908673,4739,509300,1043430,dart2.dtd,20
332,에이엔피,2004,6,20040813001725,909943,3507,371033,373641,dart2.dtd,20
333,에이프로젠,2004,6,20040813001252,908997,4101,447725,813331,dart2.dtd,20
334,에이프로젠바이오로직스,2004,3,20040621000285,882556,3889,416074,276273,dart2.dtd,22
335,엔씨소프트,2004,6,20040813000400,907339,2377,249844,387015,dart2.dtd,20
336,엔피씨,2004,6,20040813001826,910131,4335,472543,972336,dart2.dtd,20
337,엘에스일렉트릭,2004,6,20040813000814,908145,5205,563607,781174,dart2.dtd,20
