,cor_name,rpt_year,rpt_month,rcpNo,dcmNo,eleId,offset,length,dtd,tocNo
32,KH 필룩스,2005,6,20050811000161,1152288,2544,255316,366842,dart2.dtd,20
33,KISCO홀딩스,2005,6,20050812000904,1154618,2920,307110,658885,dart2.dtd,20
34,KPX케미칼,2005,6,20050816001152,1157779,2128,216484,526801,dart2.dtd,20
35,KR모터스,2005,6,20050816001017,1157503,2364,244694,447060,dart2.dtd,20
36,KTcs,2005,6,20050812000077,1152932,1981,196157,131810,dart2.dtd,11
37,KTis,2005,6,20050816001186,1157837,1928,203733,225206,dart2.dtd,20
38,LG,2005,6,20050812001000,1154842,3839,407492,495899,dart2.dtd,13
39,LG디스플레이,2005,6,20050816000993,1157455,2578,288117,301694,dart2.dtd,20
40,LG생활건강,2005,6,20050812000658,1154106,3495,363517,506047,dart2.dtd,20
41,LG유플러스,2005,6,20050812001075,1154982,4189,449835,240129,dart2.dtd,20
42,LG전자,2005,6,20050816000920,1157315,6255,692779,577310,dart2.dtd,20
43,LG화학,2005,6,20050816000701,1156862,4211,454562,789460,dart2.dtd,20
44,LS,2005,6,20050816001112,1157695,4252,455323,1014760,dart2.dtd,20
45,LS네트웍스,2005,6,20050816000546,1156560,2721,298532,314969,dart2.dtd,19
46,LX인터내셔널,2005,6,20050816000505,1156476,4141,440195,1018030,dart2.dtd,19
47,MH에탄올,2005,6,20050810000051,1150995,2667,281991,541269,dart2.dtd,20
48,NAVER,2005,6,20050816000643,1156749,2027,213200,452174,dart2.dtd,20
49,NH투자증권,2005,9,20051111000136,1199573,3991,464443,905532,dart2.dtd,16
50,NICE,2005,6,20050816000218,1155911,2610,280822,398348,dart2.dtd,20
51,NI스틸,2005,6,20050816000557,1156582,4087,427313,454948,dart2.dtd,20
52,OCI,2005,6,20050812000591,1153965,4813,513087,523224,dart2.dtd,20
53,POSCO홀딩스,2005,6,20050812000416,1153613,2940,319466,515517,dart2.dtd,20
54,S-Oil,2005,6,20050812000517,1153804,5420,571934,457467,dart2.dtd,20
55,SBS,2005,6,20050810000247,1151417,1915,210457,701709,dart2.dtd,20
56,SGC에너지,2005,6,20050816000160,1155791,3392,348848,549760,dart2.dtd,20
57,SG글로벌,2005,6,20050906000078,1167205,2927,317546,621117,dart2.dtd,22
58,SG세계물산,2005,6,20050812000687,1154187,2787,285855,889382,dart2.dtd,20
59,SHD,2005,6,20050816000672,1156809,3379,337051,307532,dart2.dtd,20
60,SH에너지화학,2004,12,20050214000142,986123,3253,330636,459882,dart2.dtd,20
61,SIMPAC,2005,6,20050830000050,1163755,2422,250769,483332,dart2.dtd,22
62,SK,2005,6,20050812000923,1154657,2465,252757,291266,dart2.dtd,11
63,SKC,2005,6,20050812000890,1154592,6101,659841,945922,dart2.dtd,20
64,SK가스,2005,6,20050816000953,1157378,2719,281338,293812,dart2.dtd,19
65,SK네트웍스,2005,6,20050812000991,1154813,3733,402366,703914,dart2.dtd,19
66,SK디스커버리,2005,6,20050816000539,1156547,3848,417910,2002291,dart2.dtd,22
67,SK렌터카,2005,6,20050816000699,1156859,2599,273143,282940,dart2.dtd,11
68,SK증권,2005,9,20051114001581,1202716,4877,493838,519861,dart2.dtd,16
69,SK텔레콤,2005,6,20050816001012,1157494,3870,425828,1403456,dart2.dtd,11
70,SK하이닉스,2005,6,20050816000926,1157324,3854,407125,946889,dart2.dtd,20
71,SNT모티브,2005,6,20050830000271,1164309,4023,415658,381654,dart2.dtd,22
72,SNT중공업,2005,6,20050811000109,1152191,3565,386242,356960,dart2.dtd,20
73,SNT홀딩스,2005,6,20050810000078,1151043,2889,319806,385579,dart2.dtd,20
74,SPC삼립,2005,6,20050816001099,1157671,2229,235171,420565,dart2.dtd,20
75,STX,2005,6,20050812000272,1153323,2547,275743,524413,dart2.dtd,19
76,STX엔진,2005,6,20050816000828,1157111,3042,320713,884282,dart2.dtd,20
77,SUN&L,2005,3,20050830000277,1164321,2592,262889,528450,dart2.dtd,22
78,TCC스틸,2005,6,20050812000160,1153093,2778,283743,645531,dart2.dtd,20
79,TYM,2005,6,20050812000030,1152845,4169,449080,556231,dart2.dtd,20
80,WISCOM,2005,6,20050810000277,1151484,3772,406930,273533,dart2.dtd,20
81,YG PLUS,2005,6,20050812000344,1153462,2668,278454,491439,dart2.dtd,11
82,가온전선,2005,6,20050812000932,1154672,2390,258885,305500,dart2.dtd,20
83,강남제비스코,2005,6,20050812000257,1153291,3971,410938,515647,dart2.dtd,20
84,갤럭시아에스엠,2005,6,20050811000028,1152005,3225,325592,450546,dart2.dtd,20
85,경농,2005,6,20050812000203,1153176,2485,254977,416026,dart2.dtd,20
86,경동나비엔,2005,6,20050816000626,1156711,2824,308402,795687,dart2.dtd,20
87,경동인베스트,2005,6,20050823000103,1160671,5606,638158,630928,dart2.dtd,21
88,경방,2005,6,20050920000008,1173226,3625,363688,401855,dart2.dtd,22
89,경인양행,2005,6,20050811000088,1152135,4635,495666,424775,dart2.dtd,20
90,경인전자,2005,6,20050812000008,1152808,2704,286104,750227,dart2.dtd,20
91,계룡건설산업,2005,6,20050812000134,1153036,3828,410768,767964,dart2.dtd,20
92,계양전기,2005,6,20050812000879,1154568,2472,247667,512054,dart2.dtd,20
93,고려산업,2005,6,20050812000878,1154566,2729,283022,615047,dart2.dtd,20
94,고려아연,2005,6,20050816001242,1157964,3346,354694,502377,dart2.dtd,22
95,고려제강,2005,6,20050812000560,1153906,2525,267309,703958,dart2.dtd,20
96,광동제약,2005,6,20050812000771,1154367,2643,281673,159481,dart2.dtd,20
97,광명전기,2005,6,20050812000728,1154270,3346,345879,357444,dart2.dtd,20
98,광전자,2005,6,20050816000241,1155956,4651,515926,497152,dart2.dtd,20
99,광주신세계,2005,6,20050816000481,1156425,2900,298487,400501,dart2.dtd,11
100,교보증권,2005,9,20051114000746,1201534,5843,597535,988225,dart2.dtd,16
101,국도화학,2005,6,,,,,,,
102,국동,2005,6,20050816000256,1155985,2375,239478,492579,dart2.dtd,19
103,국보,2005,6,20050811000062,1152090,2389,242386,238599,dart2.dtd,11
104,국제약품,2005,9,20051114000700,1201481,3265,337620,355438,dart2.dtd,20
105,극동유화,2005,6,20050812000335,1153448,3548,380547,377182,dart2.dtd,20
106,금강공업,2005,6,20050812000091,1152957,2675,288911,327209,dart2.dtd,20
107,금비,2005,3,20050517000120,1108421,2624,265498,436984,dart2.dtd,22
108,금양,2005,6,20050816000021,1155526,2358,252812,479820,dart2.dtd,20
109,금호건설,2005,6,20050816000099,1155679,5842,638866,647514,dart2.dtd,11
110,금호석유화학,2005,6,20050816000071,1155623,2942,313958,738479,dart2.dtd,20
111,금호전기,2005,6,20050816000789,1157037,3186,333941,626138,dart2.dtd,20
112,금호타이어,2005,6,20050816000757,1156979,2768,294129,517378,dart2.dtd,20
113,기아,2005,6,20050816001116,1157701,5038,543637,751111,dart2.dtd,20
114,기업은행,2005,6,20050920000035,1173292,5319,570166,646330,dart2.dtd,18
115,까뮤이앤씨,2005,6,20050813000012,1155226,3430,356899,643545,dart2.dtd,20
116,깨끗한나라,2005,6,20050816000369,1156203,2488,267970,758119,dart2.dtd,20
117,남광토건,2005,6,20050831000147,1164745,3446,374285,385417,dart2.dtd,22
118,남선알미늄,2005,6,20050812000402,1153585,2941,303118,276615,dart2.dtd,20
119,남성,2005,6,20050816001061,1157595,2591,289469,856490,dart2.dtd,19
120,남양유업,2005,6,20050816000196,1155863,3266,349015,175592,dart2.dtd,20
121,남해화학,2005,6,20050816000844,1157152,3309,359368,749146,dart2.dtd,20
122,넥센,2005,6,20050816000784,1157030,2270,230283,180241,dart2.dtd,22
123,넥센타이어,2005,6,20050812000465,1153709,2236,227623,307684,dart2.dtd,20
124,노루홀딩스,2005,6,20050816000566,1156603,3035,325083,743554,dart2.dtd,20
125,녹십자,2005,6,20050810000067,1151024,3263,341354,521719,dart2.dtd,20
126,녹십자홀딩스,2005,6,20050812000700,1154212,3416,361440,656144,dart2.dtd,20
127,농심,2005,6,20050816000013,1155513,3564,378716,808452,dart2.dtd,22
128,농심홀딩스,2005,6,20050816000245,1155963,1987,207998,569659,dart2.dtd,11
129,다스코,2005,6,,,,,,,
130,다올투자증권,2005,6,20050812000697,1154207,2723,289718,1578892,dart2.dtd,16
131,다우기술,2005,6,20050816001043,1157556,2598,279949,889243,dart2.dtd,20
132,대교,2005,6,20050816001188,1157839,4888,552920,313550,dart2.dtd,20
133,대구백화점,2005,9,20051111000143,1199592,2868,299359,581153,dart2.dtd,19
134,대덕,2005,6,20050816000191,1155853,2430,261342,365128,dart2.dtd,20
135,대동,2005,6,20050812000388,1153561,3736,396798,403848,dart2.dtd,20
136,대동전자,2005,9,,,,,,,
137,대림비앤코,2005,6,20050812000358,1153495,2718,280327,680844,dart2.dtd,20
138,대림통상,2005,6,20050812000820,1154461,3105,333314,586314,dart2.dtd,20
139,대상,2005,6,,,,,,,
140,대성홀딩스,2005,6,20050812001048,1154931,3256,353128,376500,dart2.dtd,19
141,대신증권,2005,9,20051111000073,1199474,2950,308295,934025,dart2.dtd,16
142,대양금속,2005,6,20050816000311,1156086,2928,303555,354001,dart2.dtd,20
143,대영포장,2005,6,20050812000736,1154298,3743,405829,366986,dart2.dtd,20
144,대우건설,2005,6,20050816000653,1156767,7376,817752,948995,dart2.dtd,20
145,대우부품,2005,6,20050812001146,1155121,3725,399266,481965,dart2.dtd,20
146,대우조선해양,2005,6,20050816000794,1157049,2322,247400,729322,dart2.dtd,20
147,대웅,2005,9,20051114000901,1201749,2950,305067,706583,dart2.dtd,20
148,대웅제약,2005,9,20051114000868,1201710,3296,346428,514691,dart2.dtd,20
149,대원강업,2005,6,20050811000197,1152347,3508,365927,467428,dart2.dtd,20
150,대원전선,2005,6,20050812000195,1153161,2733,273018,425602,dart2.dtd,20
151,대원제약,2005,6,20050812000085,1152945,2631,282067,559142,dart2.dtd,20
152,대원화성,2005,6,20050816000109,1155698,3235,347684,288182,dart2.dtd,20
153,대유에이텍,2005,6,20050816000769,1157006,2946,326653,454429,dart2.dtd,20
154,대유플러스,2005,6,20050812000974,1154765,2232,249044,370263,dart2.dtd,20
155,대창,2005,6,20050811000134,1152233,2726,286238,533506,dart2.dtd,20
156,대창단조,2005,6,20050830000014,1163689,2988,314431,597991,dart2.dtd,22
157,대한방직,2005,6,20050831000183,1164833,3576,365825,550401,dart2.dtd,22
158,대한유화,2005,6,20050812000953,1154719,2510,277758,123911,dart2.dtd,20
159,대한전선,2005,6,20050816000736,1156932,3762,402668,1248409,dart2.dtd,20
160,대한제강,2005,9,20051114001179,1202107,4298,460673,533315,dart2.dtd,20
161,대한제당,2005,6,20050816000771,1157010,3028,335329,650621,dart2.dtd,20
162,대한제분,2004,12,20050211000097,985420,2305,240265,308227,dart2.dtd,20
163,대한항공,2005,6,20050907000001,1167620,5238,576108,520575,dart2.dtd,22
164,대한해운,2005,6,20050812000151,1153073,2450,245655,402169,dart2.dtd,20
165,대한화섬,2005,6,20050816000153,1155779,2311,231470,314311,dart2.dtd,20
166,대현,2005,6,20050812000045,1152874,2795,295372,364132,dart2.dtd,20
167,대호에이엘,2005,6,20050812000353,1153485,2998,306644,249878,dart2.dtd,20
168,더존비즈온,2005,6,20050816000044,1155569,2356,256228,406738,dart2.dtd,20
169,덕성,2005,6,20050816000331,1156134,2933,306909,359471,dart2.dtd,20
170,덕양산업,2005,6,20050812000177,1153127,2593,261111,318379,dart2.dtd,20
171,동국제강,2005,6,20050812000792,1154408,3229,331039,500498,dart2.dtd,20
172,동남합성,2005,6,20050901000051,1165168,3117,334748,519394,dart2.dtd,22
173,동방,2005,6,20050812000692,1154197,4224,446159,493654,dart2.dtd,20
174,동방아그로,2005,6,20050812000279,1153339,2584,276523,356573,dart2.dtd,20
175,동부건설,2005,6,20050816000445,1156346,4547,496243,417021,dart2.dtd,20
176,동서,2005,6,20050902000065,1165814,3088,315008,468344,dart2.dtd,21
177,동성제약,2005,6,20050816000288,1156044,2241,233135,385645,dart2.dtd,20
178,동아쏘시오홀딩스,2005,6,20050812000531,1153834,3648,391091,461149,dart2.dtd,20
179,동양,2005,6,20050812001033,1154906,5576,597223,936564,dart2.dtd,11
180,동양철관,2005,6,20050816000973,1157415,3007,306484,392466,dart2.dtd,20
181,동원F&B,2005,6,20050812000852,1154512,3408,359308,634038,dart2.dtd,20
182,동원금속,2005,9,20051114001349,1202362,2602,262538,808152,dart2.dtd,20
183,동원산업,2005,6,20050812000996,1154819,3329,337806,641715,dart2.dtd,20
184,동원수산,2005,6,20050812000707,1154223,3087,309516,688956,dart2.dtd,20
185,동원시스템즈,2005,6,20050811000268,1152499,4631,503717,368531,dart2.dtd,30
186,동일산업,2005,6,20050813000130,1155467,4691,500103,461794,dart2.dtd,20
187,동화약품,2005,9,20051114000749,1201539,3372,360614,323226,dart2.dtd,20
188,두산,2005,6,20050816001207,1157890,8854,941276,928558,dart2.dtd,14
189,두산에너빌리티,2005,6,20050816001080,1157636,3867,432440,926252,dart2.dtd,20
190,디씨엠,2005,6,20050816000032,1155546,2616,267662,375440,dart2.dtd,20
191,디아이,2005,6,20050816000541,1156551,3214,345487,1142177,dart2.dtd,20
192,디아이동일,2005,6,20050812000873,1154559,2963,306460,770700,dart2.dtd,20
193,디와이,2005,6,20050812000158,1153089,6628,696852,399340,dart2.dtd,20
194,롯데손해보험,2005,9,20051114000036,1200677,2772,288289,330540,dart2.dtd,16
195,롯데쇼핑,2005,6,20051228000350,1230313,3760,402320,395748,dart2.dtd,21
196,롯데정밀화학,2005,6,20050816000871,1157211,3278,349838,648684,dart2.dtd,20
197,롯데지주,2005,6,20050816001135,1157742,3450,359903,513992,dart2.dtd,20
198,롯데칠성음료,2005,6,20050816000929,1157329,4398,451026,447932,dart2.dtd,20
199,롯데케미칼,2005,6,20050812001127,1155074,3096,331967,525062,dart2.dtd,20
200,롯데하이마트,2005,6,20050816000962,1157395,2110,211194,470797,dart2.dtd,19
201,마니커,2005,6,20050811000160,1152283,3746,418518,513888,dart2.dtd,20
202,만호제강,2004,12,20050207000317,985068,1870,189602,164911,dart2.dtd,20
203,메리츠증권,2005,9,20051114001481,1202548,3315,349537,1502103,dart2.dtd,16
204,모나리자,2005,6,20050816000293,1156057,3005,310652,507965,dart2.dtd,20
205,모나미,2005,6,20050812000301,1153380,2635,270776,381366,dart2.dtd,19
206,모토닉,2005,6,20050813000049,1155297,3804,401660,451373,dart2.dtd,20
207,무림P&P,2005,6,20050819000101,1159473,3481,383190,603856,dart2.dtd,22
208,무림페이퍼,2005,6,20050901000256,1165634,3133,321033,624577,dart2.dtd,22
209,무학,2005,6,20050816001098,1157668,3215,343361,517668,dart2.dtd,20
210,문배철강,2005,6,20050816000671,1156808,3772,397864,384505,dart2.dtd,20
211,미래산업,2005,6,20050816000704,1156869,2673,290003,674539,dart2.dtd,20
212,미래아이앤지,2005,6,20050816000855,1157174,2422,246261,572887,dart2.dtd,20
213,미래에셋생명,2005,9,20051114000875,1201716,2574,254393,311193,dart2.dtd,16
214,미래에셋증권,2005,9,20051115000098,1203466,5164,540873,2319411,dart2.dtd,18
215,미원상사,2005,3,20050516000488,1106484,3114,319440,669582,dart2.dtd,20
216,미창석유공업,2005,6,20050812000362,1153502,2898,323254,275895,dart2.dtd,20
217,방림,2005,3,20050516000322,1106292,2969,310419,741920,dart2.dtd,20
218,백광산업,2005,6,20050812000781,1154387,2573,256089,331822,dart2.dtd,20
219,백산,2005,6,20050816000371,1156208,2508,254496,857588,dart2.dtd,20
220,범양건영,2005,6,20050909000220,1169469,3890,406718,368992,dart2.dtd,22
221,벽산,2005,6,20050812000167,1153108,2827,302298,453157,dart2.dtd,20
222,보락,2005,6,20050812001040,1154919,3091,373722,431991,dart2.dtd,20
223,보령,2005,6,20050816000236,1155945,6146,660861,405422,dart2.dtd,20
224,보해양조,2005,6,20050812000127,1153024,3495,379943,605475,dart2.dtd,20
225,부광약품,2005,9,20051114000057,1200704,3286,346321,584594,dart2.dtd,20
226,부국증권,2005,9,20051114001009,1201878,3757,388640,504320,dart2.dtd,16
227,부국철강,2005,6,20050813000070,1155344,2536,256800,236702,dart2.dtd,20
228,부산산업,2005,6,20050811000029,1152008,2626,270819,655001,dart2.dtd,20
229,부산주공,2005,6,20050813000033,1155264,2847,303172,476861,dart2.dtd,20
230,비비안,2004,12,20050214000397,986603,2236,226292,775821,dart2.dtd,20
231,비케이탑스,2005,6,20050812000259,1153295,2962,320599,268224,dart2.dtd,20
232,빙그레,2005,6,20050812000246,1153262,3238,330121,157741,dart2.dtd,20
233,사조대림,2005,9,20051114000655,1201433,3364,360309,368360,dart2.dtd,20
234,사조동아원,2005,3,20050513002022,1104052,2583,268512,503638,dart2.dtd,20
235,사조산업,2005,6,20050816000750,1156964,3524,379510,987413,dart2.dtd,20
236,사조오양,2005,9,20051114000830,1201658,2168,229176,314432,dart2.dtd,11
237,삼부토건,2005,6,20050812000993,1154815,5053,553317,530017,dart2.dtd,20
238,삼성SDI,2005,6,20050816000954,1157383,3056,331382,419423,dart2.dtd,20
239,삼성공조,2005,6,20050816000294,1156059,3713,390531,557981,dart2.dtd,20
240,삼성물산,2005,6,20050816001086,1157647,1541,154142,273202,dart2.dtd,19
241,삼성생명,2005,9,20051114001564,1202678,2965,309756,621581,dart2.dtd,16
242,삼성에스디에스,2005,6,20050816000705,1156872,1687,175099,1056766,dart2.dtd,20
243,삼성엔지니어링,2005,6,20050902000199,1166143,2893,312987,655358,dart2.dtd,13
244,삼성전기,2005,6,20050816000851,1157167,4486,495295,505340,dart2.dtd,20
245,삼성전자,2005,6,20050816000742,1156947,5408,595583,523046,dart2.dtd,20
246,삼성제약,2005,6,20050816000563,1156596,2496,272476,701185,dart2.dtd,20
247,삼성중공업,2005,6,20050816000762,1156984,3196,355999,717399,dart2.dtd,20
248,삼성증권,2005,9,20051114001358,1202376,3716,395708,1407615,dart2.dtd,16
249,삼성출판사,2005,6,20050812000075,1152929,2558,263647,502452,dart2.dtd,20
250,삼성카드,2005,6,20050812000957,1154728,2897,316473,418024,dart2.dtd,11
251,삼성화재해상보험,2005,9,20051114001282,1202255,4385,455055,812213,dart2.dtd,16
252,삼아알미늄,2005,6,20050812000657,1154104,2896,290416,301829,dart2.dtd,20
253,삼양식품,2005,6,20050816000910,1157296,3634,366297,571434,dart2.dtd,20
254,삼양통상,2005,6,20050812000719,1154250,4171,418816,450982,dart2.dtd,29
255,삼양홀딩스,2005,6,20050816001065,1157606,4868,516026,845352,dart2.dtd,20
256,삼영무역,2005,6,20050812000132,1153032,2336,231447,565891,dart2.dtd,19
257,삼영전자공업,2005,6,20050816000857,1157176,2988,306523,414045,dart2.dtd,22
258,삼영화학공업,2005,6,20050811000202,1152356,3601,381321,438873,dart2.dtd,20
259,삼익THK,2005,6,20050830000145,1163966,2935,304955,741153,dart2.dtd,22
260,삼익악기,2005,6,20050812001103,1155030,3230,343872,560871,dart2.dtd,20
261,삼일제약,2005,6,20050812000147,1153066,3023,320037,508874,dart2.dtd,20
262,삼진제약,2005,6,20050812000504,1153782,2282,233863,294621,dart2.dtd,20
263,삼천리,2005,6,20050816000529,1156528,2934,301792,598324,dart2.dtd,19
264,삼호개발,2005,6,20050811000200,1152353,2895,328435,343122,dart2.dtd,20
265,삼화왕관,2005,6,20050816001161,1157794,2086,204860,308538,dart2.dtd,20
266,삼화전기,2005,6,20050812000421,1153623,3599,385020,462145,dart2.dtd,20
267,삼화전자공업,2005,6,20050816001004,1157479,2562,267690,732430,dart2.dtd,11
268,삼화콘덴서공업,2005,6,20050816000969,1157407,3181,336534,543217,dart2.dtd,20
269,삼화페인트공업,2005,6,20050812000328,1153431,3329,352133,436129,dart2.dtd,20
270,상상인증권,2005,9,,,,,,,
271,상신브레이크,2005,6,20050816000067,1155615,2425,250075,314262,dart2.dtd,20
272,샘표,2005,6,20050816001165,1157804,2254,229343,477919,dart2.dtd,20
273,서연,2005,6,20050816001090,1157654,3347,347982,439680,dart2.dtd,20
274,서울도시가스,2005,6,20050812000428,1153640,3050,326998,571436,dart2.dtd,19
275,서울식품공업,2005,6,20050812001002,1154845,2467,259817,454118,dart2.dtd,20
276,서원,2005,6,20050812000072,1152925,2501,257569,399012,dart2.dtd,20
277,서흥,2005,6,20050811000124,1152209,2200,230713,674708,dart2.dtd,20
278,선도전기,2005,6,20050816000644,1156750,3579,362981,364111,dart2.dtd,20
279,성문전자,2005,6,20050816000638,1156738,2380,248967,625034,dart2.dtd,20
280,성보화학,2005,6,20050812000283,1153349,2906,298937,587677,dart2.dtd,20
281,성신양회,2005,6,20050812000451,1153678,3677,403886,312745,dart2.dtd,20
282,성안,2005,6,20050816000772,1157011,3026,324307,544426,dart2.dtd,20
283,성창기업지주,2005,3,20050513001430,1103340,3994,411461,404490,dart2.dtd,20
284,세기상사,2005,6,20050812000925,1154658,2562,256653,403706,dart2.dtd,20
285,세방,2005,6,20050812001094,1155014,6049,655608,1532011,dart2.dtd,11
286,세방전지,2005,6,20050816000641,1156747,4144,429337,544367,dart2.dtd,20
287,세아베스틸지주,2005,6,20050816000610,1156682,2957,310872,630799,dart2.dtd,20
288,세아제강지주,2005,6,20050816000348,1156166,2629,278239,737391,dart2.dtd,20
289,세아홀딩스,2005,6,20050816001144,1157760,2214,233869,751260,dart2.dtd,11
290,세우글로벌,2005,6,20050915000186,1172335,2709,290643,347205,dart2.dtd,21
291,세원정공,2004,12,20050214000374,986567,2801,284281,414173,dart2.dtd,20
292,세이브존I&C,2005,6,20050812000981,1154793,2154,222352,623063,dart2.dtd,11
293,세종공업,2005,6,20050812000298,1153376,2648,280099,340885,dart2.dtd,20
294,세하,2005,6,20050816000211,1155898,3290,344819,796005,dart2.dtd,20
295,센트럴인사이트,2005,6,20050812000818,1154459,2954,312092,441788,dart2.dtd,20
296,셀트리온,2005,6,20050816000056,1155593,3238,344428,431327,dart2.dtd,20
297,송원산업,2005,6,20050811000345,1152665,3708,371410,338837,dart2.dtd,20
298,수산중공업,2005,6,20050816000121,1155722,3438,356262,640461,dart2.dtd,20
299,스틱인베스트먼트,2005,6,20050816000511,1156486,2184,228540,715888,dart2.dtd,20
300,신대양제지,2005,6,20050816000839,1157137,2306,255591,386985,dart2.dtd,20
301,신도리코,2005,6,20050812000860,1154530,3511,373273,605662,dart2.dtd,20
302,신라교역,2005,6,20050816001064,1157604,2351,239576,455388,dart2.dtd,20
303,신성이엔지,2005,6,20050816000177,1155826,4224,439969,628538,dart2.dtd,20
304,신성통상,2004,12,20050214000043,985944,2866,311313,459661,dart2.dtd,20
305,신세계,2005,6,20050816000998,1157467,4752,513214,875413,dart2.dtd,19
306,신세계I&C,2005,6,20050831000254,1165001,3224,338364,364877,dart2.dtd,22
307,신세계건설,2005,6,20050816000728,1156919,3350,349252,329513,dart2.dtd,20
308,신세계푸드,2005,6,20050812000334,1153445,2768,286216,404621,dart2.dtd,20
309,신영와코루,2005,3,20050516000319,1106288,2751,283536,406995,dart2.dtd,20
310,신영증권,2005,9,20051111000315,1199854,2785,280523,687640,dart2.dtd,16
311,신원,2005,6,20050816000201,1155874,2455,246981,731796,dart2.dtd,20
312,신일전자,2005,6,20050901000165,1165429,2609,257517,561102,dart2.dtd,22
313,신풍,2005,6,20050813000020,1155239,2305,229413,250959,dart2.dtd,20
314,신풍제약,2005,6,20050816000239,1155953,3113,316121,930762,dart2.dtd,20
315,신한지주,2005,6,20050831000240,1164971,2560,279719,377579,dart2.dtd,13
316,신흥,2005,6,20050816000168,1155808,1928,198392,394447,dart2.dtd,19
317,쌍용씨앤이,2005,6,20050823000099,1160662,4261,483230,713440,dart2.dtd,22
318,쌍용자동차,2005,6,20050816000724,1156911,5378,577855,464341,dart2.dtd,20
319,써니전자,2005,6,20050816000664,1156793,2279,231606,732118,dart2.dtd,20
320,쎌마테라퓨틱스,2005,6,20050819000214,1159794,3296,333803,736402,dart2.dtd,22
321,씨아이테크,2005,6,20050813000132,1155471,2848,297853,472727,dart2.dtd,20
322,아남전자,2005,6,20050816000758,1156980,2103,210744,413928,dart2.dtd,20
323,아모레퍼시픽그룹,2005,6,20050805000242,1149191,2977,306780,542626,dart2.dtd,20
324,아세아,2005,6,20050812000424,1153629,4339,482376,836121,dart2.dtd,20
325,아세아제지,2005,6,20050816000448,1156357,3044,308175,481026,dart2.dtd,20
326,아센디오,2005,6,20050812001090,1155008,2169,216899,256042,dart2.dtd,20
327,아시아나항공,2005,6,20050816001013,1157496,3903,427887,599842,dart2.dtd,11
328,아이에스동서,2005,6,20050816000601,1156661,4211,456814,574704,dart2.dtd,20
329,아이에이치큐,2005,6,20050909000337,1169798,1985,216065,650617,dart2.dtd,21
330,에넥스,2005,6,20050830000174,1164038,2333,243297,289002,dart2.dtd,22
331,에스엘,2005,9,20051114000786,1201587,2997,329117,1048167,dart2.dtd,20
332,에스엠벡셀,2005,6,20050812000010,1152811,2132,216144,364801,dart2.dtd,20
333,에스원,2005,6,20050816000766,1156998,1849,201527,382029,dart2.dtd,11
