,cor_name,rpt_year,rpt_month,rcpNo,dcmNo,eleId,offset,length,dtd,tocNo
100,금강공업,2003,6,20030813000038,660039,2500,278653,225106,dart2.dtd,19
101,금비,2003,3,20030515000964,618452,3429,362778,772331,dart2.dtd,19
102,금양,2003,6,20030813000536,661022,2587,291691,154663,dart2.dtd,19
103,금호건설,2003,6,20030814001876,665059,8672,958329,572266,dart2.dtd,11
104,금호석유화학,2003,6,20030814001371,664054,3293,381207,523900,dart2.dtd,19
105,금호전기,2003,6,20030814000036,661478,3110,322749,378353,dart2.dtd,19
106,기아,2003,6,20030814001341,663997,7291,801902,963423,dart2.dtd,19
107,기업은행,2003,6,,,,,,,
108,까뮤이앤씨,2003,6,20030814000337,662040,4578,485380,584031,dart2.dtd,19
109,깨끗한나라,2003,6,20030814000566,662479,3538,397499,586694,dart2.dtd,19
110,남광토건,2003,6,20030814001267,663858,2870,311261,323020,dart2.dtd,19
111,남선알미늄,2003,6,20030814001383,664074,3575,376066,270484,dart2.dtd,19
112,남성,2003,6,20030814001688,664670,2743,323439,519678,dart2.dtd,18
113,남양유업,2003,6,20031212000347,717977,3626,386539,146007,dart2.dtd,20
114,남해화학,2003,6,20030814001664,664633,4435,481041,712235,dart2.dtd,19
115,넥센,2003,6,20030813000159,660260,3413,356358,228889,dart2.dtd,19
116,넥센타이어,2003,6,20030930000032,681863,1988,196914,274497,dart2.dtd,20
117,녹십자,2003,6,20030814000624,662600,3184,340336,310022,dart2.dtd,19
118,녹십자홀딩스,2003,6,20030814000610,662573,5235,564022,436342,dart2.dtd,19
119,농심,2003,6,20030812000050,659396,5003,550869,770408,dart2.dtd,19
120,다올투자증권,2003,6,20030814001192,663714,2750,297209,1261747,dart2.dtd,15
121,다우기술,2003,6,20030813000131,660203,2605,287559,508181,dart2.dtd,19
122,대구백화점,2003,9,20031126000119,708474,4396,473178,499773,dart2.dtd,19
123,대덕,2003,6,20030814000890,663123,3716,408717,485730,dart2.dtd,19
124,대동,2003,6,20030813000576,661082,4999,538827,405154,dart2.dtd,19
125,대동전자,2003,9,20031113000498,701373,2768,297406,143398,dart2.dtd,19
126,대림비앤코,2003,6,20030814000416,662192,2723,288171,572548,dart2.dtd,19
127,대림통상,2003,6,20030813000602,661135,4687,520043,507937,dart2.dtd,19
128,대상,2003,6,20030813000690,661327,4521,507623,690662,dart2.dtd,19
129,대성홀딩스,2003,6,20030819000121,666051,3096,338712,560261,dart2.dtd,19
130,대신증권,2003,9,20031114000111,701702,3771,409273,722076,dart2.dtd,15
131,대양금속,2003,9,20031114001612,703705,3596,375159,247891,dart2.dtd,19
132,대영포장,2003,6,20030818000144,665591,4986,541936,459068,dart2.dtd,20
133,대우건설,2003,6,20030814000691,662736,7625,826958,840805,dart2.dtd,19
134,대우부품,2003,6,20030814000810,662966,4145,452027,364751,dart2.dtd,19
135,대우조선해양,2003,6,20030813000347,660648,3676,397652,457348,dart2.dtd,19
136,대웅,2003,9,20031218000193,721170,4218,463990,496798,dart2.dtd,20
137,대웅제약,2003,9,20031114001552,703606,4384,482694,263048,dart2.dtd,19
138,대원강업,2003,6,20030813000629,661202,3861,403977,428169,dart2.dtd,19
139,대원전선,2003,6,20030813000084,660120,3660,379265,384168,dart2.dtd,19
140,대원제약,2003,6,20030814001545,664389,3541,388062,620361,dart2.dtd,19
141,대원화성,2003,6,20030814000280,661943,4314,466038,433737,dart2.dtd,19
142,대유에이텍,2003,6,20030814000730,662808,3390,382200,385576,dart2.dtd,19
143,대유플러스,2003,6,20030814000231,661856,2139,250632,377969,dart2.dtd,19
144,대창,2003,6,20030814000204,661808,3023,327258,403764,dart2.dtd,19
145,대창단조,2003,6,20030814000418,662196,2418,281031,543051,dart2.dtd,19
146,대한방직,2003,6,20030808000319,658465,3261,341084,503020,dart2.dtd,19
147,대한유화,2003,6,20030814000766,662878,3248,375362,102948,dart2.dtd,19
148,대한전선,2003,6,20030814000598,662548,4464,483521,761193,dart2.dtd,19
149,대한제당,2003,6,20030814000530,662415,4398,486869,528920,dart2.dtd,19
150,대한제분,2002,12,20030213000012,509464,3096,355352,237079,dart2.dtd,19
151,대한항공,2003,6,20030814001909,665128,6326,701897,478717,dart2.dtd,20
152,대한해운,2003,6,20030814000281,661944,3338,354876,359562,dart2.dtd,19
153,대한화섬,2003,6,20030814001652,664608,2671,271483,261669,dart2.dtd,19
154,대현,2003,6,20030814001163,663650,3458,366986,278341,dart2.dtd,19
155,대호에이엘,2003,6,20030814001095,663518,3671,381163,143147,dart2.dtd,19
156,더존비즈온,2003,6,20030814001681,664661,2780,317176,377826,dart2.dtd,20
157,덕성,2003,6,20030814000377,662108,3987,430543,326741,dart2.dtd,19
158,덕양산업,2003,6,20030814000149,661701,3805,391414,417608,dart2.dtd,19
159,동국제강,2003,6,20030812000220,659733,4546,479993,504453,dart2.dtd,19
160,동남합성,2003,6,20030814000718,662786,3640,398401,271713,dart2.dtd,19
161,동방,2003,6,20030814001339,663991,5121,552457,707606,dart2.dtd,19
162,동방아그로,2003,6,20030814000382,662119,3601,393188,146354,dart2.dtd,19
163,동부건설,2003,6,20030814001066,663464,4156,448158,381910,dart2.dtd,19
164,동서,2003,6,20030813000255,660461,2568,268902,348233,dart2.dtd,18
165,동성제약,2003,6,20030814001157,663638,3267,356759,421039,dart2.dtd,19
166,동아쏘시오홀딩스,2003,6,20030813000657,661263,4983,544052,434988,dart2.dtd,19
167,동양,2003,6,20030814001813,664933,5770,627660,959295,dart2.dtd,10
168,동양철관,2003,6,20030814000541,662435,4609,485511,312714,dart2.dtd,19
169,동원F&B,2003,6,20030814000153,661708,4179,445751,605103,dart2.dtd,19
170,동원금속,2003,9,20031114001257,703193,3715,383860,683156,dart2.dtd,19
171,동원산업,2003,6,20030813000710,661362,4109,425001,725028,dart2.dtd,19
172,동원수산,2003,6,20030814001242,663812,3963,405749,578835,dart2.dtd,19
173,동원시스템즈,2003,6,20030813000304,660564,3549,384398,257542,dart2.dtd,20
174,두산,2003,6,20030828000160,669580,11658,1267075,771584,dart2.dtd,12
175,두산에너빌리티,2003,6,20030813000588,661102,4663,519707,906179,dart2.dtd,19
176,디씨엠,2003,6,20030814001584,664475,3621,388266,396303,dart2.dtd,19
177,디아이,2003,6,20030814000891,663125,5961,660785,599023,dart2.dtd,19
178,디아이동일,2003,6,20030814000112,661628,4467,474784,664111,dart2.dtd,19
179,디와이,2003,6,20030813000151,660248,6864,726895,369988,dart2.dtd,19
180,롯데손해보험,2003,9,20031114000997,702853,2692,292892,304661,dart2.dtd,15
181,롯데쇼핑,2003,6,20030814001333,663980,4024,431803,353400,dart2.dtd,18
182,롯데정밀화학,2003,6,20030814000687,662726,4570,495639,592371,dart2.dtd,19
183,롯데지주,2003,6,,,,,,,
184,롯데칠성음료,2003,6,20030814001315,663944,4695,484743,412171,dart2.dtd,19
185,롯데케미칼,2003,6,20030820000084,666386,4184,455805,165757,dart2.dtd,20
186,롯데하이마트,2003,6,20030814000683,662721,3054,314930,276148,dart2.dtd,18
187,마니커,2003,6,20030814000654,662651,4168,487014,197603,dart2.dtd,19
188,만호제강,2002,12,20030214000015,510285,2731,285209,268343,dart2.dtd,20
189,메리츠증권,2003,9,20031114000763,702557,3490,377331,1335988,dart2.dtd,15
190,모나리자,2003,6,20030814000067,661539,3926,415396,367538,dart2.dtd,19
191,모나미,2003,6,20030814000604,662560,3783,404929,341090,dart2.dtd,19
192,모토닉,2003,6,20030814001176,663672,3668,389725,639378,dart2.dtd,19
193,무림P&P,2003,6,20030814000064,661533,4563,500751,531860,dart2.dtd,19
194,무림페이퍼,2003,6,20031006000070,683871,3952,416605,633957,dart2.dtd,20
195,무학,2003,6,20030814000271,661927,3317,350840,476385,dart2.dtd,19
196,문배철강,2003,6,20030814000203,661806,5146,552318,435149,dart2.dtd,19
197,미래산업,2003,6,20030814000202,661805,4045,448773,722106,dart2.dtd,19
198,미래아이앤지,2003,6,20030814001154,663632,3486,368358,333310,dart2.dtd,19
199,미래에셋증권,2003,9,20031114000651,702406,3666,399909,1705447,dart2.dtd,15
200,미원상사,2003,3,20030514000817,615847,2555,265968,395632,dart2.dtd,19
201,미창석유공업,2003,6,20030812000008,659296,2687,304914,270905,dart2.dtd,19
202,방림,2003,3,20030515001424,619031,4376,467777,494101,dart2.dtd,19
203,백광산업,2003,6,20030814000922,663174,3651,372538,302314,dart2.dtd,19
204,백산,2003,6,20030814000961,663240,3668,384042,462895,dart2.dtd,19
205,범양건영,2003,6,20030813000140,660224,5246,559063,357225,dart2.dtd,19
206,벽산,2003,6,20030814000095,661596,2402,262702,526511,dart2.dtd,19
207,보락,2003,6,20030813000720,661382,4449,531041,611353,dart2.dtd,19
208,보령,2003,6,20030814000391,662137,6906,750141,407212,dart2.dtd,19
209,보해양조,2003,6,20030814000814,662974,4632,511523,740942,dart2.dtd,19
210,부광약품,2003,9,20031114000257,701903,3036,317475,426754,dart2.dtd,19
211,부국증권,2003,9,20031114000330,701999,3954,412003,433254,dart2.dtd,15
212,부국철강,2003,6,20030924000131,679328,2705,272918,210681,dart2.dtd,20
213,부산산업,2003,6,20030813000381,660708,3674,395154,757728,dart2.dtd,19
214,부산주공,2003,6,20030814000009,661421,3502,379229,434304,dart2.dtd,19
215,비비안,2002,12,20030213000107,509648,3044,318461,923880,dart2.dtd,19
216,비케이탑스,2003,6,20030814000523,662404,3238,351337,338244,dart2.dtd,19
217,빙그레,2003,6,20030814000308,661993,4008,419882,129798,dart2.dtd,19
218,사조대림,2003,9,20031212000206,717622,3412,387237,499878,dart2.dtd,20
219,사조동아원,2003,3,20030514001341,616462,3495,367347,463544,dart2.dtd,19
220,사조산업,2003,6,20030814001257,663836,4736,528239,482076,dart2.dtd,19
221,사조오양,2003,9,20031114000914,702753,3054,334481,429593,dart2.dtd,10
222,삼부토건,2003,6,20030814000498,662360,4688,524630,571606,dart2.dtd,19
223,삼성SDI,2003,6,20030814001546,664391,2443,273472,207842,dart2.dtd,19
224,삼성공조,2003,6,20030814000250,661889,3827,408910,479409,dart2.dtd,19
225,삼성물산,2003,6,20030814000833,663009,1372,144219,127153,dart2.dtd,18
226,삼성생명,2003,9,20031114000272,701926,2742,297903,426164,dart2.dtd,15
227,삼성에스디에스,2003,6,20030816000009,665261,2800,288790,171549,dart2.dtd,11
228,삼성엔지니어링,2003,6,20030814001214,663759,3869,445696,543926,dart2.dtd,10
229,삼성전기,2003,6,20030814001061,663456,3199,412173,473864,dart2.dtd,19
230,삼성전자,2003,6,20030813000500,660953,12172,1437708,181704,dart2.dtd,19
231,삼성제약,2003,6,20030813000046,660053,3365,367201,546764,dart2.dtd,10
232,삼성중공업,2003,6,20030814001593,664485,5269,587789,510176,dart2.dtd,19
233,삼성증권,2003,9,20031114000279,701935,4579,500978,744549,dart2.dtd,15
234,삼성출판사,2003,6,20030813000644,661238,3248,342717,438590,dart2.dtd,19
235,삼성카드,2003,6,20030829000023,669803,2691,282178,330959,dart2.dtd,11
236,삼성화재해상보험,2003,9,20031114001076,702956,5481,582151,758052,dart2.dtd,15
237,삼아알미늄,2003,6,20030813000460,660881,3841,397875,290463,dart2.dtd,19
238,삼양식품,2003,6,20030814000301,661983,3792,388706,363343,dart2.dtd,19
239,삼양통상,2003,6,20030813000299,660550,5906,608872,426725,dart2.dtd,28
240,삼양홀딩스,2003,6,20030814001000,663317,6161,662113,692192,dart2.dtd,19
241,삼영무역,2003,6,20030813000234,660417,3809,393772,442232,dart2.dtd,18
242,삼영전자공업,2003,6,20030814000507,662376,3936,414054,386859,dart2.dtd,19
243,삼영화학공업,2003,6,20030814001059,663450,4740,505244,309136,dart2.dtd,20
244,삼익THK,2003,6,20030812000321,659953,3896,420641,632208,dart2.dtd,20
245,삼익악기,2003,6,20030814000825,662994,5181,557991,489616,dart2.dtd,19
246,삼일제약,2003,6,20030814001005,663326,3828,409798,425070,dart2.dtd,19
247,삼진제약,2003,6,20030814000327,662021,3943,425670,310818,dart2.dtd,19
248,삼천리,2003,6,20030814001033,663386,4881,518157,688679,dart2.dtd,10
249,삼호개발,2003,6,20030813000185,660321,4372,493218,127361,dart2.dtd,19
250,삼화왕관,2003,6,20030814001319,663955,3141,390486,349954,dart2.dtd,19
251,삼화전기,2003,6,20030814000166,661736,4782,507400,413451,dart2.dtd,19
252,삼화전자공업,2003,6,20030814001170,663663,3647,384141,447298,dart2.dtd,10
253,삼화콘덴서공업,2003,6,20030814001139,663604,2831,297537,466914,dart2.dtd,19
254,삼화페인트공업,2003,6,20030813000254,660458,4433,481884,339489,dart2.dtd,19
255,상상인증권,2003,9,20031125000098,707795,2869,316405,816354,dart2.dtd,16
256,상신브레이크,2003,6,20030813000592,661106,2364,248508,432528,dart2.dtd,19
257,샘표,2002,12,20030214000038,510329,3090,321490,269708,dart2.dtd,19
258,서연,2003,6,20030814001483,664255,3478,367644,505531,dart2.dtd,19
259,서울도시가스,2003,6,20030814000462,662295,3260,367172,869549,dart2.dtd,10
260,서울식품공업,2003,6,20030829000224,670276,3197,343203,147860,dart2.dtd,20
261,서원,2003,6,20030814000608,662569,2102,212276,456102,dart2.dtd,19
262,서흥,2003,6,20030813000223,660398,2718,291145,695437,dart2.dtd,19
263,선도전기,2003,6,20030812000318,659950,3524,354826,458624,dart2.dtd,20
264,성문전자,2003,6,20030825000065,667957,3373,360548,567735,dart2.dtd,20
265,성보화학,2003,6,20030924000046,679145,3904,409308,411824,dart2.dtd,20
266,성신양회,2003,6,20030812000001,659274,3229,366128,342683,dart2.dtd,19
267,성안,2003,6,20030814000447,662263,3027,334743,391884,dart2.dtd,19
268,성창기업지주,2003,3,20030515001160,618704,5496,568618,291324,dart2.dtd,20
269,세기상사,2003,6,20030814001940,665174,3504,360159,246491,dart2.dtd,19
270,세방,2003,6,20030814001782,664868,6121,658656,1189389,dart2.dtd,19
271,세방전지,2003,6,20030814001345,664001,4913,518497,519195,dart2.dtd,19
272,세아베스틸지주,2003,6,20030811000163,659062,2744,294430,374547,dart2.dtd,19
273,세아제강지주,2003,6,20030814000737,662820,3290,356211,756717,dart2.dtd,19
274,세아홀딩스,2003,6,20030814001682,664665,2152,243757,470925,dart2.dtd,10
275,세우글로벌,2003,6,20030814000438,662244,1965,220502,428218,dart2.dtd,18
276,세원정공,2002,12,20030214000264,510724,2918,297609,410757,dart2.dtd,19
277,세이브존I&C,2003,6,20030814001087,663504,2374,245842,474040,dart2.dtd,18
278,세종공업,2003,6,20030814000232,661860,3505,376459,292379,dart2.dtd,19
279,세하,2003,6,20030814000619,662590,3532,379099,385621,dart2.dtd,19
280,센트럴인사이트,2003,6,20030814001068,663471,3505,377864,411881,dart2.dtd,19
281,송원산업,2003,6,20030814000007,661417,5649,580260,394090,dart2.dtd,19
282,수산중공업,2003,6,20030813000481,660918,3906,412299,556134,dart2.dtd,19
283,스틱인베스트먼트,2003,6,20030829000108,669998,3182,356603,503314,dart2.dtd,20
284,신대양제지,2003,6,20030814000409,662175,3082,355784,237270,dart2.dtd,19
285,신도리코,2003,6,20030813000004,659979,4466,487925,447176,dart2.dtd,19
286,신라교역,2003,6,20030814000667,662681,3846,405036,416220,dart2.dtd,19
287,신성이엔지,2003,6,20030814000254,661892,4431,464914,605121,dart2.dtd,19
288,신성통상,2002,12,20030214000277,510750,4634,512022,461264,dart2.dtd,19
289,신세계,2003,6,20030814001173,663667,5112,560476,502736,dart2.dtd,18
290,신세계I&C,2003,6,20030813000559,661059,2648,279324,258532,dart2.dtd,19
291,신세계건설,2003,6,20030819000108,666018,3014,319947,94254,dart2.dtd,20
292,신세계푸드,2003,6,20030814000852,663046,4059,431446,273310,dart2.dtd,19
293,신영와코루,2003,3,20030515000552,617946,2642,276138,360956,dart2.dtd,19
294,신영증권,2003,9,20031114001036,702906,2876,296855,759397,dart2.dtd,15
295,신원,2003,6,20030814001019,663357,4495,475684,620981,dart2.dtd,19
296,신일전자,2003,9,20031114001252,703187,3448,353589,275121,dart2.dtd,19
297,신풍,2003,6,20030814001625,664562,1919,192714,69956,dart2.dtd,20
298,신풍제약,2003,6,20030814001184,663696,4076,423094,439556,dart2.dtd,19
299,신한지주,2003,6,20030808000281,658387,2578,297271,286213,dart2.dtd,10
300,신흥,2003,6,20030814000408,662173,1769,185760,368404,dart2.dtd,18
301,쌍용씨앤이,2003,6,20030811000073,658879,6957,797179,524024,dart2.dtd,19
302,쌍용자동차,2003,6,20030814000109,661621,4522,499508,133800,dart2.dtd,19
303,써니전자,2003,6,20030814000482,662335,2176,227383,483976,dart2.dtd,19
304,쎌마테라퓨틱스,2003,6,20030814000992,663298,4035,424498,522596,dart2.dtd,19
305,씨아이테크,2003,6,20030814000809,662964,4440,498191,433770,dart2.dtd,19
306,아남전자,2003,6,20030814001439,664187,4012,422270,380939,dart2.dtd,19
307,아모레퍼시픽그룹,2003,6,20030731000183,654957,4407,466649,545514,dart2.dtd,19
308,아세아,2003,6,20030814000347,662056,4000,430697,473935,dart2.dtd,19
309,아세아제지,2003,6,20030814000675,662705,3943,407598,381696,dart2.dtd,19
310,아센디오,2003,6,20030930000121,682065,3026,316403,246988,dart2.dtd,20
311,아시아나항공,2003,6,20030915000186,675561,4610,549005,572966,dart2.dtd,11
312,아이에스동서,2003,6,20030814001419,664148,5108,553123,1113986,dart2.dtd,19
313,아이에이치큐,2003,6,20030814001644,664590,3542,382564,135167,dart2.dtd,18
314,알루코,2003,6,20030814001621,664557,2736,293443,136522,dart2.dtd,19
315,에넥스,2003,6,20030813000503,660956,2684,304605,252606,dart2.dtd,10
316,에스엘,2003,9,20031114000738,702526,3125,381422,714302,dart2.dtd,19
317,에스엠벡셀,2003,6,20030814000429,662223,2242,236017,351253,dart2.dtd,20
318,에스원,2003,6,20030814000034,661474,2797,324553,110751,dart2.dtd,10
319,에스제이엠홀딩스,2003,6,20030813000192,660338,4504,483122,981199,dart2.dtd,19
320,에쓰씨엔지니어링,2003,6,20030811000028,658767,2573,274389,314273,dart2.dtd,19
321,에이엔피,2003,6,20030814001038,663403,3450,366021,313049,dart2.dtd,19
322,에이프로젠,2003,6,20031001000096,682763,4105,449214,559844,dart2.dtd,20
323,에이프로젠바이오로직스,2003,3,20030515001594,619281,3655,389569,265292,dart2.dtd,19
324,엔씨소프트,2003,6,20030813000620,661178,2222,238334,290010,dart2.dtd,19
325,엔피씨,2003,6,20030930000008,681811,4119,449214,620307,dart2.dtd,20
326,엘에스일렉트릭,2003,6,20030813000282,660514,5475,596218,718623,dart2.dtd,19
327,영보화학,2003,6,20030813000439,660825,4125,445628,454656,dart2.dtd,19
328,영원무역홀딩스,2003,6,20030813000627,661197,2872,299321,303474,dart2.dtd,18
329,영진약품,2003,6,20030814001356,664025,3636,386059,313339,dart2.dtd,19
330,영풍,2003,6,20030814000472,662317,3495,391739,747167,dart2.dtd,19
331,영풍제지,2003,6,20030814001361,664036,2551,254099,256695,dart2.dtd,19
332,영화금속,2003,6,20030814000579,662505,3371,358729,318207,dart2.dtd,19
333,예스코홀딩스,2003,6,20030811000103,658941,3851,420464,410664,dart2.dtd,10
334,오뚜기,2003,6,20030814000102,661611,3794,392213,318606,dart2.dtd,19
335,오리엔트바이오,2003,9,20031114001677,703803,2891,355885,351515,dart2.dtd,19
336,오리온홀딩스,2003,6,20030814001299,663916,6284,687843,594843,dart2.dtd,19
337,와이투솔루션,2003,6,20030814000197,661796,5662,615216,342167,dart2.dtd,19
338,용평리조트,2002,12,20030214000590,511330,2409,257716,258973,dart2.dtd,10
339,우리종금,2003,9,20031114000056,701630,2467,259307,311618,dart2.dtd,10
