,cor_name,rpt_year,rpt_month,rcpNo,dcmNo,eleId,offset,length,dtd,tocNo
92,교보증권,2002,9,20021113000668,469011,6192,638925,469630,dart2.dtd,15
93,국도화학,2002,6,20020812000018,428871,3150,318751,349029,dart2.dtd,19
94,국동,2002,6,20020814000466,431881,3497,365673,374411,dart2.dtd,18
95,국보,2002,6,20020814000297,431537,2198,224720,200792,dart2.dtd,10
96,국제약품,2002,9,20021114000129,469280,4182,440495,283270,dart2.dtd,19
97,극동유화,2002,6,20020814000835,432585,4379,479633,273318,dart2.dtd,19
98,금강공업,2002,6,20020813000233,429910,2468,272890,117665,dart2.dtd,19
99,금비,2002,3,20020515000623,396096,3438,362815,653418,dart2.dtd,19
100,금양,2002,6,20020813000365,430176,2728,308694,126376,dart2.dtd,19
101,금호건설,2002,6,,,,,,,
102,금호석유화학,2002,6,20020814001246,433432,2921,353233,395650,dart2.dtd,19
103,금호전기,2002,6,20020814000567,432057,3199,331011,357577,dart2.dtd,19
104,기아,2002,6,20020813000528,430485,5532,612371,965562,dart2.dtd,19
105,기업은행,2002,6,20020813000593,430595,5375,570772,609267,dart2.dtd,15
106,까뮤이앤씨,2002,6,20020814000720,432376,3974,441750,313246,dart2.dtd,19
107,깨끗한나라,2002,6,20020813000615,430656,3437,383887,646394,dart2.dtd,19
108,남광토건,2002,6,20020813000380,430197,3011,325388,301800,dart2.dtd,19
109,남선알미늄,2002,6,20020814001165,433240,5396,581482,285535,dart2.dtd,19
110,남성,2002,6,20020814001252,433407,2909,343712,224271,dart2.dtd,18
111,남양유업,2002,6,20020814000825,432553,3545,376890,122703,dart2.dtd,19
112,남해화학,2002,6,20020814001204,433324,4487,485354,455588,dart2.dtd,19
113,넥센,2002,6,20020814000638,432197,3366,352753,193799,dart2.dtd,19
114,넥센타이어,2002,6,20020720000008,421318,3099,319465,273728,dart2.dtd,19
115,노루홀딩스,2002,6,20020814000461,431855,4522,493872,668809,dart2.dtd,19
116,녹십자,2002,6,20020814000085,431134,4114,437274,274562,dart2.dtd,19
117,녹십자홀딩스,2002,6,20020813000339,430088,5508,596002,440076,dart2.dtd,19
118,농심,2002,6,20020813000248,429930,4659,512833,650629,dart2.dtd,19
119,다올투자증권,2002,6,20020814000920,432768,2526,270796,1186372,dart2.dtd,15
120,다우기술,2002,6,20020814001131,433187,2687,295764,361189,dart2.dtd,19
121,대구백화점,2002,9,20021113000178,468262,4698,505161,403234,dart2.dtd,18
122,대덕,2002,6,20020814000818,432557,3765,413051,517982,dart2.dtd,19
123,대동,2002,6,20020813000404,430240,5012,540948,448027,dart2.dtd,19
124,대동전자,2002,9,20021113000385,468555,2776,297824,127804,dart2.dtd,19
125,대림비앤코,2002,6,20020814000378,431700,2797,297893,525901,dart2.dtd,19
126,대림통상,2002,6,20020814000370,431684,4676,519642,432533,dart2.dtd,19
127,대상,2002,6,20020816000040,433972,4660,516691,810849,dart2.dtd,20
128,대성홀딩스,2002,6,20020813000675,430763,2779,304757,133862,dart2.dtd,18
129,대신증권,2002,9,20021112000203,467679,3623,399398,540759,dart2.dtd,15
130,대양금속,2002,9,20021114000052,469176,3573,372688,123330,dart2.dtd,19
131,대영포장,2002,6,20020814000763,432449,4504,496830,463275,dart2.dtd,19
132,대우건설,2002,6,20020814000205,431352,7262,784778,515532,dart2.dtd,19
133,대우부품,2002,6,20020814000965,432845,3913,420460,359431,dart2.dtd,19
134,대우조선해양,2002,6,20020814001340,433611,3741,397499,392767,dart2.dtd,19
135,대웅,2002,9,20021114001158,470615,3971,448365,253049,dart2.dtd,19
136,대원강업,2002,6,20020813000004,429477,4015,420811,435630,dart2.dtd,19
137,대원전선,2002,6,20020813000017,429474,3632,375849,278581,dart2.dtd,19
138,대원제약,2002,6,20020814000957,432814,3602,398166,581411,dart2.dtd,19
139,대원화성,2002,6,20020814000863,432612,4247,460679,423643,dart2.dtd,19
140,대유에이텍,2002,6,20020814000946,432808,3207,356884,367061,dart2.dtd,19
141,대유플러스,2002,6,20020814000973,432851,2246,266715,300298,dart2.dtd,19
142,대창,2002,6,20020814000007,430973,2947,317184,529870,dart2.dtd,19
143,대창단조,2002,6,20020814000574,432076,2487,289678,567128,dart2.dtd,19
144,대한방직,2002,6,20020813000058,429561,3291,344972,402430,dart2.dtd,19
145,대한유화,2002,6,20020813000609,430629,2345,278862,84057,dart2.dtd,19
146,대한전선,2002,6,20020814000459,431831,4300,467452,217633,dart2.dtd,19
147,대한제당,2002,6,20020814000844,432616,4381,486220,460013,dart2.dtd,19
148,대한제분,2001,12,20020214000109,296652,3085,363689,245385,dart2.dtd,19
149,대한항공,2002,6,20020814000609,432134,6341,702663,478075,dart2.dtd,19
150,대한해운,2002,6,20020814001073,433061,3363,358137,341992,dart2.dtd,19
151,대한화섬,2002,6,20020814000991,432918,3019,309602,267798,dart2.dtd,19
152,대현,2002,6,20020809000008,427835,3226,353596,241039,dart2.dtd,19
153,더존비즈온,2002,6,20020814000717,432362,3331,356464,273193,dart2.dtd,19
154,덕성,2002,6,20020813000203,429841,4003,429987,291175,dart2.dtd,19
155,덕양산업,2002,6,20020814000238,431436,3844,395443,393979,dart2.dtd,19
156,동국제강,2002,6,20020812000037,428932,4434,470863,432269,dart2.dtd,19
157,동남합성,2002,6,20020813000480,430381,3599,392444,238075,dart2.dtd,19
158,동방,2002,6,20020814000487,431899,3846,411885,649945,dart2.dtd,19
159,동방아그로,2002,6,20020813000193,429809,3649,398488,127557,dart2.dtd,19
160,동부건설,2002,6,20020814001193,433294,4136,451914,292784,dart2.dtd,19
161,동서,2002,6,20020813000516,430444,2240,229379,287331,dart2.dtd,18
162,동성제약,2002,6,20020814000357,431661,1884,202118,622350,dart2.dtd,19
163,동아쏘시오홀딩스,2002,6,20020813000688,430817,4982,538059,420236,dart2.dtd,19
164,동양,2002,6,20020814001297,433532,7735,843120,827747,dart2.dtd,10
165,동양철관,2002,3,20020515001113,396730,4687,492708,502954,dart2.dtd,19
166,동원F&B,2002,6,20020813000535,430490,3932,417448,416708,dart2.dtd,19
167,동원금속,2002,9,20021114000673,469951,3764,394712,822259,dart2.dtd,19
168,동원산업,2002,6,20020813000716,430899,4235,437542,573080,dart2.dtd,19
169,동원수산,2002,6,20020814000610,432133,4166,427674,320475,dart2.dtd,19
170,동원시스템즈,2002,6,20020814000708,432340,3419,370894,185934,dart2.dtd,19
171,동화약품,2002,9,20021113000046,468075,5304,577491,293613,dart2.dtd,19
172,두산,2002,6,20020814000186,431319,11513,1245150,441775,dart2.dtd,11
173,두산에너빌리티,2002,6,20020813000532,430500,4684,523306,934322,dart2.dtd,19
174,디씨엠,2002,6,20020814000777,432474,3585,388486,407202,dart2.dtd,19
175,디아이,2002,6,20020814000775,432469,5609,624997,618101,dart2.dtd,19
176,디아이동일,2002,6,20020813000291,430013,4509,475259,566440,dart2.dtd,19
177,디와이,2002,6,20020813000057,429562,6487,683881,308162,dart2.dtd,19
178,롯데손해보험,2002,9,20021114000121,469270,2992,321532,388247,dart2.dtd,15
179,롯데쇼핑,2002,6,20020814001268,433481,3430,385157,396546,dart2.dtd,18
180,롯데정밀화학,2002,6,20020814000992,432919,5066,548837,591990,dart2.dtd,19
181,롯데지주,2002,6,20020814001046,433013,4039,428119,182716,dart2.dtd,19
182,롯데칠성음료,2002,6,20020814001414,433766,5168,536850,459808,dart2.dtd,19
183,롯데케미칼,2002,6,20020814000748,432422,2955,319024,68762,dart2.dtd,19
184,롯데하이마트,2002,6,20020814000509,431934,3063,321483,228203,dart2.dtd,18
185,마니커,2002,6,20020813000622,430682,5327,614144,156887,dart2.dtd,19
186,만호제강,2001,12,20020214000204,296824,2716,283766,228942,dart2.dtd,19
187,메리츠증권,2002,9,20021114000163,469323,3208,365157,907145,dart2.dtd,15
188,모나리자,2002,6,20020814000011,431004,2074,287052,384711,dart2.dtd,19
189,모나미,2002,6,20020814000325,431600,3703,398047,309344,dart2.dtd,19
190,모토닉,2002,6,20020814000039,431044,3604,378259,607651,dart2.dtd,19
191,무림P&P,2002,6,20020814000944,432822,4537,507351,520658,dart2.dtd,19
192,무림페이퍼,2002,6,20020814000152,431260,3660,385480,663257,dart2.dtd,19
193,무학,2002,6,20020814001225,433368,3499,375765,389502,dart2.dtd,19
194,미래산업,2002,6,20020814000399,431724,3171,359168,599674,dart2.dtd,19
195,미래아이앤지,2002,8,20021015000143,456052,3517,373500,260553,dart2.dtd,19
196,미래에셋증권,2002,9,20021114000955,470319,3792,421217,1520717,dart2.dtd,15
197,미원상사,2002,3,20020514000306,394511,2681,278957,398961,dart2.dtd,19
198,미창석유공업,2002,6,20020813000292,430026,2661,305643,225899,dart2.dtd,19
199,방림,2002,3,20020515000722,396212,4211,451586,517255,dart2.dtd,19
200,백산,2002,6,20020814001222,433354,3662,385778,356723,dart2.dtd,19
201,범양건영,2002,6,20020813000658,430728,5112,544147,280166,dart2.dtd,19
202,벽산,2002,6,20020813000143,429730,3521,387358,611640,dart2.dtd,19
203,보락,2002,6,20020814000180,431310,4530,540322,295250,dart2.dtd,19
204,보령,2002,6,20020813000542,430517,7463,811511,422929,dart2.dtd,19
205,보해양조,2002,6,20020814000809,432537,4775,523082,640458,dart2.dtd,19
206,부광약품,2002,9,20021113000678,469044,2957,307373,355147,dart2.dtd,19
207,부국증권,2002,9,20021114000200,469367,3956,407883,347936,dart2.dtd,15
208,부국철강,2002,6,20020814000483,431875,2389,241646,185326,dart2.dtd,19
209,부산산업,2002,6,20020813000008,429479,3661,395557,689338,dart2.dtd,19
210,부산주공,2002,6,20020812000132,429097,3781,408558,211013,dart2.dtd,19
211,비비안,2001,12,20020209000160,296225,3082,321492,713546,dart2.dtd,19
212,비케이탑스,2002,6,20020814000276,431483,3263,351059,211260,dart2.dtd,19
213,빙그레,2002,3,20020515000252,395653,3958,414832,121641,dart2.dtd,19
214,사조대림,2002,9,20021114001098,470536,3320,377250,414784,dart2.dtd,19
215,사조동아원,2002,3,20020515000457,395903,3484,368629,501945,dart2.dtd,19
216,사조산업,2002,6,20020814000206,431358,4386,493016,502692,dart2.dtd,19
217,사조오양,2002,9,20021114000282,469465,3059,334063,266499,dart2.dtd,10
218,삼부토건,2002,6,20020813000505,430457,4673,522163,438159,dart2.dtd,19
219,삼성SDI,2002,6,20020814000649,432207,2577,298084,161135,dart2.dtd,19
220,삼성공조,2002,6,20020814000010,431002,3991,428404,407471,dart2.dtd,19
221,삼성물산,2002,6,20020816000054,434017,1444,147520,112899,dart2.dtd,19
222,삼성생명,2002,9,20021114000303,469488,3121,331287,609543,dart2.dtd,16
223,삼성에스디에스,2002,6,20020814001264,433477,2913,300584,122401,dart2.dtd,10
224,삼성엔지니어링,2002,6,20020814000785,432487,3662,421026,723654,dart2.dtd,10
225,삼성전기,2002,6,20020814001024,432981,2913,372262,420010,dart2.dtd,19
226,삼성전자,2002,6,20020814000096,431170,9317,1099836,174804,dart2.dtd,19
227,삼성제약,2002,6,20020814000105,431178,3331,363318,384132,dart2.dtd,10
228,삼성중공업,2002,6,20020814001189,433303,5205,583242,423023,dart2.dtd,19
229,삼성증권,2002,9,20021114000037,469156,3827,407515,581674,dart2.dtd,15
230,삼성카드,2002,6,20020816000097,434065,2111,213103,232624,dart2.dtd,11
231,삼성화재해상보험,2002,9,20021114000795,470114,5342,568683,1270364,dart2.dtd,15
232,삼아알미늄,2002,6,20020814000464,431856,3806,396189,382291,dart2.dtd,19
233,삼양식품,2002,6,20020814000221,431374,3671,371583,418750,dart2.dtd,19
234,삼양통상,2002,6,20020813000194,429833,5551,581147,285531,dart2.dtd,28
235,삼영무역,2002,6,20020813000256,429960,3712,376896,518147,dart2.dtd,18
236,삼영전자공업,2002,6,20020814000108,431148,3926,412225,352675,dart2.dtd,19
237,삼영화학공업,2002,6,20020814000624,432163,4749,509428,283403,dart2.dtd,19
238,삼익THK,2002,6,20020814000385,431712,3147,346165,526015,dart2.dtd,19
239,삼익악기,2002,6,20020809000295,428320,4796,520129,465850,dart2.dtd,19
240,삼일제약,2002,6,20020813000461,430304,3845,409884,319179,dart2.dtd,19
241,삼진제약,2002,6,20020813000124,429700,3861,415669,475832,dart2.dtd,19
242,삼천리,2002,6,20020814000907,432714,4294,457822,778424,dart2.dtd,10
243,삼호개발,2002,6,20020813000216,429854,4555,519492,89210,dart2.dtd,19
244,삼화왕관,2002,6,20020814000695,432321,3091,379054,377908,dart2.dtd,19
245,삼화전기,2002,6,20020814001055,433037,4315,449176,372984,dart2.dtd,19
246,삼화전자공업,2002,6,20020814000732,432394,3559,374133,474903,dart2.dtd,10
247,삼화콘덴서공업,2002,6,20020814000631,432170,2726,285579,282754,dart2.dtd,19
248,삼화페인트공업,2002,6,20020813000082,429609,3688,408261,377080,dart2.dtd,19
249,상상인증권,2002,9,20021114000374,469572,2800,308358,999313,dart2.dtd,15
250,상신브레이크,2002,6,20020813000280,430005,3417,364459,324766,dart2.dtd,19
251,샘표,2001,12,20020209000275,296468,3281,337033,284993,dart2.dtd,19
252,서연,2002,6,20020814001243,433404,3614,379269,545176,dart2.dtd,19
253,서울도시가스,2002,6,20020813000198,429838,2750,311340,608423,dart2.dtd,10
254,서울식품공업,2002,6,20020814000231,431405,3134,338266,125743,dart2.dtd,19
255,서원,2002,6,20020814000069,431104,2075,216805,196301,dart2.dtd,19
256,서흥,2002,6,20020814000038,431042,3034,322906,276298,dart2.dtd,19
257,선도전기,2002,6,20020813000055,429535,3414,424882,420683,dart2.dtd,19
258,성문전자,2002,6,20020814000118,431196,3309,359506,440133,dart2.dtd,19
259,성보화학,2002,6,20020814000652,432236,3869,405231,340048,dart2.dtd,19
260,성신양회,2002,6,20020814000012,430978,2961,331862,278450,dart2.dtd,19
261,성안,2002,6,20020814000131,431228,2839,310584,522458,dart2.dtd,19
262,성창기업지주,2002,3,20020515000001,395360,5466,566506,287220,dart2.dtd,19
263,세기상사,2002,6,20020814001435,433814,3392,348555,318628,dart2.dtd,10
264,세방,2002,6,20020814001142,433208,5814,628970,1082125,dart2.dtd,19
265,세방전지,2002,6,20020814001077,433063,5003,528256,447043,dart2.dtd,19
266,세아베스틸지주,2002,6,20020809000085,427945,2906,310739,377578,dart2.dtd,19
267,세아제강지주,2002,6,20020814001082,433072,2869,310012,763269,dart2.dtd,19
268,세아홀딩스,2002,6,20020814001259,433457,1585,184255,230391,dart2.dtd,10
269,세우글로벌,2002,6,20020814000734,432370,3131,346040,295513,dart2.dtd,18
270,세원정공,2001,12,20020214000124,296680,2617,267951,386243,dart2.dtd,19
271,세이브존I&C,2002,6,20020810000066,428706,2174,219085,187194,dart2.dtd,18
272,세종공업,2002,6,20020813000322,430072,3483,370540,113470,dart2.dtd,19
273,세하,2002,6,20020814001380,433692,4144,443982,463754,dart2.dtd,19
274,센트럴인사이트,2002,6,20020814000927,432777,3678,406912,668197,dart2.dtd,19
275,송원산업,2002,6,20020814001325,433601,5580,574043,346946,dart2.dtd,19
276,수산중공업,2002,6,20020813000478,430364,3383,361831,278157,dart2.dtd,19
277,스틱인베스트먼트,2002,6,20020814001369,433681,3136,350171,408477,dart2.dtd,19
278,신대양제지,2002,6,20020814000087,431095,3142,363610,228352,dart2.dtd,19
279,신도리코,2002,6,20020812000264,429377,4466,493856,364655,dart2.dtd,20
280,신라교역,2002,6,20020820000022,435108,3858,407349,416840,dart2.dtd,20
281,신성이엔지,2002,6,20020814000951,432831,4447,456066,404202,dart2.dtd,19
282,신성통상,2001,12,20020214000421,297207,4618,515727,591063,dart2.dtd,19
283,신세계,2002,6,20020814001114,433164,4998,537020,435595,dart2.dtd,18
284,신세계I&C,2002,6,20020813000623,430660,2947,331307,245427,dart2.dtd,19
285,신세계건설,2002,6,20020813000642,430693,3115,334678,94499,dart2.dtd,19
286,신세계푸드,2002,6,20020814000187,431338,3489,392575,291505,dart2.dtd,19
287,신영와코루,2002,3,20020514000921,395306,2644,275802,351538,dart2.dtd,19
288,신영증권,2002,9,20021114000781,470090,3113,322620,750045,dart2.dtd,15
289,신원,2002,6,20020813000357,430159,4577,484838,617609,dart2.dtd,19
290,신일전자,2002,9,20021114000118,469265,3526,364111,245913,dart2.dtd,19
291,신풍,2002,6,20020814000423,431769,2096,207679,61362,dart2.dtd,19
292,신풍제약,2002,6,20020814000235,431411,4308,446998,452203,dart2.dtd,19
293,신한지주,2002,6,20020814001183,433279,2385,274497,176860,dart2.dtd,10
294,신흥,2002,6,20020814000178,431308,1767,185857,429971,dart2.dtd,18
295,쌍용씨앤이,2002,6,20020906000161,441514,6532,747278,636777,dart2.dtd,20
296,쌍용자동차,2002,6,20020813000390,430207,3978,441639,108564,dart2.dtd,19
297,써니전자,2002,6,20020814000492,431906,2408,265065,535924,dart2.dtd,19
298,쎌마테라퓨틱스,2002,6,20020814000458,431853,2128,229053,166587,dart2.dtd,19
299,씨아이테크,2002,6,20020814000739,432417,4495,505144,467064,dart2.dtd,19
300,아남전자,2002,6,20020814000645,432227,4077,432223,296519,dart2.dtd,19
301,아모레퍼시픽그룹,2002,6,20020812000036,428926,4284,450473,337460,dart2.dtd,19
302,아세아,2002,6,20020814000805,432528,3806,410144,405492,dart2.dtd,19
303,아세아제지,2002,6,20020814000686,432295,4100,425237,345962,dart2.dtd,19
304,아센디오,2002,6,20020814000454,431826,3011,314742,267435,dart2.dtd,19
305,아시아나항공,2002,6,20020814001356,433643,4431,527390,449553,dart2.dtd,10
306,아이에스동서,2002,6,20020814000798,432505,5029,536204,970837,dart2.dtd,19
307,아이에이치큐,2002,6,20020814000551,432038,3584,388388,114273,dart2.dtd,18
308,알루코,2002,6,20020814001289,433521,2778,296811,113637,dart2.dtd,19
309,에넥스,2002,6,20020812000110,429058,2732,309639,239238,dart2.dtd,19
310,에스엘,2002,9,20021114000885,470232,3418,415339,577626,dart2.dtd,19
311,에스엠벡셀,2002,6,20020814000066,431103,1971,205917,348798,dart2.dtd,19
312,에스원,2002,6,20020814000603,432128,2907,337637,193124,dart2.dtd,10
313,에스제이엠홀딩스,2002,6,20020814000849,432626,4595,506845,941268,dart2.dtd,19
314,에쓰씨엔지니어링,2002,6,20020814001097,433108,2646,281656,427524,dart2.dtd,19
315,에이엔피,2002,6,20020814000766,432454,3446,376885,144296,dart2.dtd,19
316,에이프로젠,2002,6,20020814000324,431579,4123,455708,284447,dart2.dtd,19
317,에이프로젠바이오로직스,2002,3,20020514000655,394927,3641,396588,218220,dart2.dtd,19
318,엔씨소프트,2002,6,20020806000009,426659,2548,260553,173303,dart2.dtd,19
319,엔피씨,2002,6,20020814000543,432014,4075,445965,576118,dart2.dtd,19
320,엘에스일렉트릭,2002,6,20020814000542,431991,4998,548354,672503,dart2.dtd,19
321,영보화학,2002,6,20020813000559,430535,4106,441195,262782,dart2.dtd,19
322,영원무역홀딩스,2002,6,20020814001194,433307,2941,313306,195716,dart2.dtd,18
323,영진약품,2002,6,20020814001272,433499,3708,389039,286423,dart2.dtd,19
324,영풍,2002,6,20020813000361,430162,3726,417059,737589,dart2.dtd,19
325,영풍제지,2001,12,20020209000071,296067,2855,284635,213327,dart2.dtd,19
326,영화금속,2002,6,20021211000149,482247,3351,356502,265651,dart2.dtd,20
327,예스코홀딩스,2002,6,20020813000063,429582,3877,421078,359979,dart2.dtd,10
328,오뚜기,2002,6,20020814000042,431012,3704,380575,275621,dart2.dtd,19
329,오리엔트바이오,2002,9,20021114000253,469430,3054,371098,238314,dart2.dtd,19
330,오리온홀딩스,2002,6,20020814000526,431973,5955,648382,430083,dart2.dtd,19
331,와이투솔루션,2002,6,20020814000890,432690,5492,594973,304034,dart2.dtd,19
332,우리종금,2002,9,20021114000906,470262,2397,250580,286884,dart2.dtd,10
333,우성,2002,6,20020813000466,430333,3660,406887,176256,dart2.dtd,19
334,우신시스템,2002,6,20020813000009,429467,4762,505324,335905,dart2.dtd,19
335,우진플라임,2002,6,20020813000001,429457,3556,391508,224369,dart2.dtd,19
336,웅진,2002,6,20020814000947,432826,4152,516895,157144,dart2.dtd,19
337,원림,2002,6,20020809000408,428562,3358,357077,146851,dart2.dtd,19
338,웰바이오텍,2002,6,20020813000481,430382,3658,399601,268442,dart2.dtd,19
