rcp_num,cor_name,rpt_name,rpt_year,rpt_month
20050812000694,AK홀딩스,반기보고서,2005,06
20050812000542,BYC,반기보고서,2005,06
20050812000861,CJ,반기보고서,2005,06
20050902000197,CJ CGV,반기보고서,2005,06
20050812000539,CJ대한통운,반기보고서,2005,06
20050811000366,CJ씨푸드,반기보고서,2005,06
20050816000782,CS홀딩스,반기보고서,2005,06
20050812001026,DB,반기보고서,2005,06
20051114000903,DB금융투자,반기보고서,2005,09
20051114000890,DB손해보험,반기보고서,2005,09
20050812001010,DB하이텍,반기보고서,2005,06
20050816000694,DL,반기보고서,2005,06
20050909000081,DL건설,반기보고서,2005,06
20050816000918,DN오토모티브,반기보고서,2005,06
20050816000849,DRB동일,반기보고서,2005,06
20050812000237,DSR제강,반기보고서,2005,06
20050812000806,E1,반기보고서,2005,06
20050812000640,F&F 홀딩스,반기보고서,2005,06
20050816000265,GS,반기보고서,2005,06
20050816000503,GS건설,반기보고서,2005,06
20050818000120,GS글로벌,반기보고서,2005,06
20050816000821,GS리테일,반기보고서,2005,06
20050816000774,HDC,반기보고서,2005,06
20050831000038,HL D&I,반기보고서,2005,06
20050812000115,HLB글로벌,반기보고서,2005,06
20050816001096,HL홀딩스,반기보고서,2005,06
20050812001035,HMM,반기보고서,2005,06
20050816000599,HSD엔진,반기보고서,2005,06
20050816000819,JW중외제약,반기보고서,2005,06
20050812000213,KC그린홀딩스,반기보고서,2005,06
20050816000534,KG스틸,반기보고서,2005,06
20050816000652,KG케미칼,반기보고서,2005,06
20050811000161,KH 필룩스,반기보고서,2005,06
20050812000904,KISCO홀딩스,반기보고서,2005,06
20050816001152,KPX케미칼,반기보고서,2005,06
20050816001017,KR모터스,반기보고서,2005,06
20050812000077,KTcs,반기보고서,2005,06
20050816001186,KTis,반기보고서,2005,06
20050812001000,LG,반기보고서,2005,06
20050816000993,LG디스플레이,반기보고서,2005,06
20050812000658,LG생활건강,반기보고서,2005,06
20050812001075,LG유플러스,반기보고서,2005,06
20050816000920,LG전자,반기보고서,2005,06
20050816000701,LG화학,반기보고서,2005,06
20050816001112,LS,반기보고서,2005,06
20050816000546,LS네트웍스,반기보고서,2005,06
20050816000505,LX인터내셔널,반기보고서,2005,06
20050810000051,MH에탄올,반기보고서,2005,06
20050816000643,NAVER,반기보고서,2005,06
20051111000136,NH투자증권,반기보고서,2005,09
20050816000218,NICE,반기보고서,2005,06
20050816000557,NI스틸,반기보고서,2005,06
20050812000591,OCI,반기보고서,2005,06
20050812000416,POSCO홀딩스,반기보고서,2005,06
20050812000517,S-Oil,반기보고서,2005,06
20050810000247,SBS,반기보고서,2005,06
20050816000160,SGC에너지,반기보고서,2005,06
20050906000078,SG글로벌,반기보고서,2005,06
20050812000687,SG세계물산,반기보고서,2005,06
20050816000672,SHD,반기보고서,2005,06
20050214000142,SH에너지화학,반기보고서,2004,12
20050830000050,SIMPAC,반기보고서,2005,06
20050812000923,SK,반기보고서,2005,06
20050812000890,SKC,반기보고서,2005,06
20050816000953,SK가스,반기보고서,2005,06
20050812000991,SK네트웍스,반기보고서,2005,06
20050816000539,SK디스커버리,반기보고서,2005,06
20050816000699,SK렌터카,반기보고서,2005,06
20051114001581,SK증권,반기보고서,2005,09
20050816001012,SK텔레콤,반기보고서,2005,06
20050816000926,SK하이닉스,반기보고서,2005,06
20050830000271,SNT모티브,반기보고서,2005,06
20050811000109,SNT중공업,반기보고서,2005,06
20050810000078,SNT홀딩스,반기보고서,2005,06
20050816001099,SPC삼립,반기보고서,2005,06
20050812000272,STX,반기보고서,2005,06
20050816000828,STX엔진,반기보고서,2005,06
20050830000277,SUN&L,반기보고서,2005,03
20050812000160,TCC스틸,반기보고서,2005,06
20050812000030,TYM,반기보고서,2005,06
