rcp_num,cor_name,rpt_name,rpt_year,rpt_month
20040813000633,AK홀딩스,반기보고서,2004,06
20040813001246,BYC,반기보고서,2004,06
20040813001521,CJ,반기보고서,2004,06
20040913000118,CJ CGV,반기보고서,2004,06
20040813000114,CJ대한통운,반기보고서,2004,06
20040813000786,CJ씨푸드,반기보고서,2004,06
20040813000396,CS홀딩스,반기보고서,2004,06
20040813000101,DB,반기보고서,2004,06
20041112000741,DB금융투자,반기보고서,2004,09
20041115000798,DB손해보험,반기보고서,2004,09
20040813000574,DB하이텍,반기보고서,2004,06
20040813001021,DL,반기보고서,2004,06
20040813000540,DL건설,반기보고서,2004,06
20040813001283,DN오토모티브,반기보고서,2004,06
20040813000735,DRB동일,반기보고서,2004,06
20040813000124,DSR제강,반기보고서,2004,06
20040813001204,E1,반기보고서,2004,06
20040813001406,F&F 홀딩스,반기보고서,2004,06
20040813000592,GS건설,반기보고서,2004,06
20040813001497,GS글로벌,반기보고서,2004,06
20040813001740,GS리테일,반기보고서,2004,06
20040813000709,HDC,반기보고서,2004,06
20040813000897,HL D&I,반기보고서,2004,06
20040813000182,HLB글로벌,반기보고서,2004,06
20040813001185,HL홀딩스,반기보고서,2004,06
20040813001707,HMM,반기보고서,2004,06
20040813000465,JW중외제약,반기보고서,2004,06
20040814000234,KC그린홀딩스,반기보고서,2004,06
20040813001068,KG스틸,반기보고서,2004,06
20040813000387,KG케미칼,반기보고서,2004,06
20040813000391,KH 필룩스,반기보고서,2004,06
20040813000342,KISCO홀딩스,반기보고서,2004,06
20040813001526,KPX케미칼,반기보고서,2004,06
20040814000264,KR모터스,반기보고서,2004,06
20040812000046,KTcs,반기보고서,2004,06
20040813001679,KTis,반기보고서,2004,06
20040813000248,LG,반기보고서,2004,06
20040813001496,LG디스플레이,반기보고서,2004,06
20040812000221,LG생활건강,반기보고서,2004,06
20040813001080,LG유플러스,반기보고서,2004,06
20040826000143,LG전자,반기보고서,2003,06
20040820000032,LG전자,반기보고서,2004,06
20040813000549,LG화학,반기보고서,2004,06
20040813001492,LS,반기보고서,2004,06
20040814000014,LS네트웍스,반기보고서,2004,06
20040813000881,LX인터내셔널,반기보고서,2004,06
20040812000207,MH에탄올,반기보고서,2004,06
20040813000851,NAVER,반기보고서,2004,06
20041112000268,NH투자증권,반기보고서,2004,09
20040813000498,NICE,반기보고서,2004,06
20040814000003,NI스틸,반기보고서,2004,06
20040813001344,OCI,반기보고서,2004,06
20040813000597,POSCO홀딩스,반기보고서,2004,06
20040812000278,S-Oil,반기보고서,2004,06
20040813000197,SBS,반기보고서,2004,06
20040813000298,SGC에너지,반기보고서,2004,06
20040814000411,SG글로벌,반기보고서,2004,06
20040813000739,SG세계물산,반기보고서,2004,06
20040813000512,SHD,반기보고서,2004,06
20040214000060,SH에너지화학,반기보고서,2003,12
20040813001123,SIMPAC,반기보고서,2004,06
20040816000115,SK,반기보고서,2004,06
20040813001357,SKC,반기보고서,2004,06
20040813001309,SK가스,반기보고서,2004,06
20040814000253,SK네트웍스,반기보고서,2004,06
20040813001192,SK디스커버리,반기보고서,2004,06
20040817000039,SK렌터카,반기보고서,2004,06
20041115000692,SK증권,반기보고서,2004,09
20040813001772,SK텔레콤,반기보고서,2004,06
20040813001394,SK하이닉스,반기보고서,2004,06
20040812000323,SNT모티브,반기보고서,2004,06
20040814000350,SNT중공업,반기보고서,2004,06
20040811000016,SNT홀딩스,반기보고서,2004,06
20040813000015,SPC삼립,반기보고서,2004,06
20040813000811,STX,반기보고서,2004,06
20040813001099,STX엔진,반기보고서,2004,06
20040519000246,SUN&L,반기보고서,2004,03
20040812000156,TCC스틸,반기보고서,2004,06
20040813000216,TYM,반기보고서,2004,06
20040812000153,WISCOM,반기보고서,2004,06
20040813000384,YG PLUS,반기보고서,2004,06
20040812000327,가온전선,반기보고서,2004,06
20040813000845,강남제비스코,반기보고서,2004,06
20040812000247,강원랜드,반기보고서,2004,06
20040812000119,갤럭시아에스엠,반기보고서,2004,06
20040813000334,경농,반기보고서,2004,06
20040813001569,경동나비엔,반기보고서,2004,06
20040813000279,경동인베스트,반기보고서,2004,06
20040812000095,경방,반기보고서,2004,06
20040813000825,경인양행,반기보고서,2004,06
20040813000043,경인전자,반기보고서,2004,06
20040813000297,계룡건설산업,반기보고서,2004,06
20040813000180,계양전기,반기보고서,2004,06
20040812000169,고려산업,반기보고서,2004,06
20040813001202,고려아연,반기보고서,2004,06
20040811000140,고려제강,반기보고서,2004,06
20040813001176,광동제약,반기보고서,2004,06
20040715000032,광명전기,반기보고서,2004,05
20040813000250,광전자,반기보고서,2004,06
20040813000908,광주신세계,반기보고서,2004,06
20041112000793,교보증권,반기보고서,2004,09
20040813000073,국도화학,반기보고서,2004,06
20040813001703,국동,반기보고서,2004,06
20040813000128,국보,반기보고서,2004,06
20041112000816,국제약품,반기보고서,2004,09
20040813000255,극동유화,반기보고서,2004,06
20040813000036,금강공업,반기보고서,2004,06
20040617000037,금비,반기보고서,2004,03
20040813001517,금양,반기보고서,2004,06
20040813000273,금호건설,반기보고서,2004,06
20040902000037,금호석유화학,반기보고서,2004,06
20040814000238,금호전기,반기보고서,2004,06
20040813001846,기아,반기보고서,2004,06
20040813001777,기업은행,반기보고서,2004,06
20040813001535,까뮤이앤씨,반기보고서,2004,06
20040813001371,깨끗한나라,반기보고서,2004,06
20040813000374,남광토건,반기보고서,2004,06
20040813000327,남선알미늄,반기보고서,2004,06
20040813001391,남성,반기보고서,2004,06
20040813001544,남양유업,반기보고서,2004,06
20040813001256,남해화학,반기보고서,2004,06
20040813000027,넥센,반기보고서,2004,06
20040813001038,넥센타이어,반기보고서,2004,06
20040814000165,노루홀딩스,반기보고서,2004,06
20040308000494,노루홀딩스,반기보고서,2003,06
20040813000683,녹십자,반기보고서,2004,06
20040813000779,녹십자홀딩스,반기보고서,2004,06
20040811000029,농심,반기보고서,2004,06
20040813000134,농심홀딩스,반기보고서,2004,06
20040813001721,다스코,반기보고서,2004,06
20040813001029,다올투자증권,반기보고서,2004,06
20040813000698,다우기술,반기보고서,2004,06
20040813001342,대교,반기보고서,2004,06
20041112000469,대구백화점,반기보고서,2004,09
20040813001035,대덕,반기보고서,2004,06
20040813000519,대동,반기보고서,2004,06
20041112000840,대동전자,반기보고서,2004,09
20040813000919,대림비앤코,반기보고서,2004,06
20040813000254,대림통상,반기보고서,2004,06
20040813000078,대상,반기보고서,2004,06
20040814000175,대성홀딩스,반기보고서,2004,06
20041112000631,대신증권,반기보고서,2004,09
20041112000921,대양금속,반기보고서,2004,09
20040813000042,대영포장,반기보고서,2004,06
20040813001522,대우건설,반기보고서,2004,06
20040813000913,대우부품,반기보고서,2004,06
20040813001751,대우조선해양,반기보고서,2004,06
20041112000179,대웅,반기보고서,2004,09
20041112000171,대웅제약,반기보고서,2004,09
20040812000210,대원강업,반기보고서,2004,06
20040812000220,대원전선,반기보고서,2004,06
20040813000028,대원제약,반기보고서,2004,06
20040816000141,대원화성,반기보고서,2004,06
20040813001840,대유에이텍,반기보고서,2004,06
20040814000090,대유플러스,반기보고서,2004,06
20040813000914,대창,반기보고서,2004,06
20040813000186,대창단조,반기보고서,2004,06
20040813000083,대한방직,반기보고서,2004,06
20040813000407,대한유화,반기보고서,2004,06
20040814000099,대한전선,반기보고서,2004,06
20040813000898,대한제당,반기보고서,2004,06
20040213000287,대한제분,반기보고서,2003,12
20040813001032,대한항공,반기보고서,2004,06
20040813001475,대한해운,반기보고서,2004,06
20040816000208,대한화섬,반기보고서,2004,06
20040813001263,대현,반기보고서,2004,06
20040813000503,대호에이엘,반기보고서,2004,06
20040814000434,더존비즈온,반기보고서,2004,06
20040813001438,덕성,반기보고서,2004,06
20040813000693,덕양산업,반기보고서,2004,06
20040810000299,동국제강,반기보고서,2004,06
20040813001137,동남합성,반기보고서,2004,06
20040813001539,동방,반기보고서,2004,06
20040813001000,동방아그로,반기보고서,2004,06
20040813001131,동부건설,반기보고서,2004,06
20040813000999,동서,반기보고서,2004,06
20040813001109,동성제약,반기보고서,2004,06
20040812000195,동아쏘시오홀딩스,반기보고서,2004,06
20040813001135,동양,반기보고서,2004,06
20040813000644,동양철관,반기보고서,2004,06
20040813001147,동원F&B,반기보고서,2004,06
20041115000648,동원금속,반기보고서,2004,09
20040813001466,동원산업,반기보고서,2004,06
20040816000100,동원수산,반기보고서,2004,06
20040813000103,동원시스템즈,반기보고서,2004,06
20041115000066,동화약품,반기보고서,2004,09
20040227000777,동화약품,반기보고서,2003,09
20040813001048,두산,반기보고서,2004,06
20040813000782,두산에너빌리티,반기보고서,2004,06
20040813000767,디씨엠,반기보고서,2004,06
20040813000641,디아이,반기보고서,2004,06
20040814000261,디아이동일,반기보고서,2004,06
20040813000365,디와이,반기보고서,2004,06
