rcp_num,cor_name,rpt_name,rpt_year,rpt_month
20100813000684,AJ네트웍스,반기보고서,2010,06
20100816000583,AK홀딩스,반기보고서,2010,06
20100816000439,BYC,반기보고서,2010,06
20100816000993,CJ,반기보고서,2010,06
20100813000626,CJ CGV,반기보고서,2010,06
20100813000434,CJ대한통운,반기보고서,2010,06
20100812000258,CJ씨푸드,반기보고서,2010,06
20100816000769,CJ제일제당,반기보고서,2010,06
20100813000554,CS홀딩스,반기보고서,2010,06
20100805000213,DB,반기보고서,2010,06
20101111000247,DB금융투자,반기보고서,2010,09
20101115001252,DB손해보험,반기보고서,2010,09
20100813000739,DB하이텍,반기보고서,2010,06
20100816000463,DL,반기보고서,2010,06
20100813000821,DL건설,반기보고서,2010,06
20100813001049,DN오토모티브,반기보고서,2010,06
20100813000139,DRB동일,반기보고서,2010,06
20100813000263,DSR제강,반기보고서,2010,06
20100816001086,E1,반기보고서,2010,06
20100816000102,F&F 홀딩스,반기보고서,2010,06
20100816000891,GKL,반기보고서,2010,06
20100813000851,GS,반기보고서,2010,06
20100816001206,GS건설,반기보고서,2010,06
20100816001364,GS글로벌,반기보고서,2010,06
20100813000869,GS리테일,반기보고서,2010,06
20100816000522,HDC,반기보고서,2010,06
20100816001083,HDC현대EP,반기보고서,2010,06
20100816000922,HJ중공업,반기보고서,2010,06
20100816001190,HL D&I,반기보고서,2010,06
20100813000801,HLB글로벌,반기보고서,2010,06
20100813001017,HL홀딩스,반기보고서,2010,06
20100816000445,HMM,반기보고서,2010,06
20100811000265,HSD엔진,반기보고서,2010,06
20100813000338,JW중외제약,반기보고서,2010,06
20100813000333,JW홀딩스,반기보고서,2010,06
20100816001090,KB금융,반기보고서,2010,06
20100813000605,KC그린홀딩스,반기보고서,2010,06
20100813000640,KC코트렐,반기보고서,2010,06
20100816000516,KEC,반기보고서,2010,06
20100813000140,KG스틸,반기보고서,2010,06
20100813000750,KG케미칼,반기보고서,2010,06
20100816000225,KH 필룩스,반기보고서,2010,06
20100816000011,KISCO홀딩스,반기보고서,2010,06
20101209000193,KPX케미칼,반기보고서,2010,06
20100813000703,KPX홀딩스,반기보고서,2010,06
20100813000420,KR모터스,반기보고서,2010,06
