rcp_num,cor_name,rpt_name,rpt_year,rpt_month
20010813000470,AK홀딩스,반기보고서,2001,06
20010814000261,BYC,반기보고서,2001,06
20010823000050,CJ,반기보고서,2001,06
20010814000542,CJ대한통운,반기보고서,2001,06
20010813000094,CJ씨푸드,반기보고서,2001,06
20010813000276,CS홀딩스,반기보고서,2001,06
20010813000562,DB,반기보고서,2001,06
20011129000078,DB금융투자,반기보고서,2001,09
20011119000020,DB손해보험,반기보고서,2001,09
20010813000558,DB하이텍,반기보고서,2001,06
20010814000963,DL,반기보고서,2001,06
20010814000783,DL건설,반기보고서,2001,06
20010814000144,DN오토모티브,반기보고서,2001,06
20010814000451,DRB동일,반기보고서,2001,06
20010814000706,E1,반기보고서,2001,06
20010810000207,F&F 홀딩스,반기보고서,2001,06
20010807000056,GS건설,반기보고서,2001,06
20010814000232,GS글로벌,반기보고서,2001,06
20010814000669,GS리테일,반기보고서,2001,06
20010814000283,HDC,반기보고서,2001,06
20010814000941,HL D&I,반기보고서,2001,06
20010813000204,HLB글로벌,반기보고서,2001,06
20010814000828,HMM,반기보고서,2001,06
20010814000855,JW중외제약,반기보고서,2001,06
20010814000172,KC그린홀딩스,반기보고서,2001,06
20010814001021,KG스틸,반기보고서,2001,06
20010814000592,KG케미칼,반기보고서,2001,06
20011112000113,KH 필룩스,반기보고서,2001,06
20010813000054,KISCO홀딩스,반기보고서,2001,06
20010814000163,KPX케미칼,반기보고서,2001,06
20010813000496,KR모터스,반기보고서,2001,06
20010814000682,LG,반기보고서,2001,06
20010814000103,LG디스플레이,반기보고서,2001,06
20010814000640,LG생활건강,반기보고서,2001,06
20010823000139,LG유플러스,반기보고서,2001,06
20010813000473,LG화학,반기보고서,2001,06
20010814001191,LS,반기보고서,2001,06
20010814000055,LS네트웍스,반기보고서,2001,06
20010814000091,LX인터내셔널,반기보고서,2001,06
20010811000056,MH에탄올,반기보고서,2001,06
20011114000975,NH투자증권,반기보고서,2001,09
20010814001103,NI스틸,반기보고서,2001,06
20010814001117,OCI,반기보고서,2001,06
20010814000924,POSCO홀딩스,반기보고서,2001,06
20010814000474,S-Oil,반기보고서,2001,06
